method,FEM,FEM
n_vert,20,40
h,0.23,0.11
0,0.041630756848388926,0.004942429579540379
1,0.041629219085785485,0.004942016242224493
2,0.04162622416029982,0.00494057002212445
3,0.041626704374085124,0.004941113967795587
4,0.04162842105243138,0.004941703090452004
5,0.04162649165830595,0.004941229750539426
6,0.041629962255762126,0.004942227249633255
7,0.041623915097442225,0.0049405115993334985
8,0.04162608004080302,0.004940729664955601
9,0.04162871741494259,0.004941803528135072
10,0.04162392961245901,0.004940587323982069
11,0.041626919254354355,0.00494118176630334
12,0.04163008114975229,0.004942232730819037
13,0.04162087152503639,0.004939647553899255
14,0.04162492539737396,0.004940310151412229
15,0.041626667146630825,0.004940967685781092
16,0.04162095471200013,0.00493953698652035
17,0.04162192393484621,0.004939974611518783
18,0.04162615557689666,0.004940905045210136
19,0.041621100689934395,0.004939738248627609
20,0.041623140708824065,0.004939169749706585
21,0.04162819156620699,0.004941674261382185
22,0.04162594180155732,0.004940642651053288
23,0.04162845310330331,0.004941713177003246
24,0.041624228529194486,0.00494060907708582
25,0.04162487942142121,0.004940511008937812
26,0.04162660661622658,0.004941044982123694
27,0.041620131133247334,0.0049394052182011264
28,0.04162955980400824,0.0049420999746089805
29,0.04162720679064325,0.004941219740655811
30,0.04162845860847448,0.004941723535025866
31,0.04162818547763942,0.004941717966330789
32,0.04162664902133081,0.004940933251876056
33,0.0416297026148856,0.0049421196360788875
34,0.04162565216580688,0.004940569957046619
35,0.04162847220646075,0.004941827056136272
36,0.04163055165613145,0.00494237400954863
37,0.041625864781050556,0.0049409194755046576
38,0.04162657018941834,0.004940866456234537
39,0.04162616725999912,0.0049407532283388175
40,0.0416294199339886,0.0049420288171375905
41,0.04162980227052713,0.004942183174302988
42,0.0416252120107784,0.004940873438442007
43,0.041623783281022245,0.0049403503730323
44,0.04162824443302048,0.004941783543390481
45,0.041626497931708105,0.004941267828255339
46,0.04162794348925287,0.0049416413864434156
47,0.04162389532034208,0.004939708940832956
48,0.041626081860770416,0.004941150463170021
49,0.04162606601188928,0.004940474352422154
