method,PINNs,PINNs
n_vert,20,40
h,0.23,0.11
0,0.024564294992874845,0.024564293350413026
1,0.014526359437979336,0.014526357535845401
2,0.05733876198061386,0.057338764136049256
3,0.02670619993285418,0.026706201334737546
4,0.017510296612675107,0.01751029809330939
5,0.0243501765650744,0.024350178659436658
6,0.023948643615592884,0.023948643323897692
7,0.014899176574060959,0.014899179066613772
8,0.025774018845968718,0.025774018921621965
9,0.013385518381579331,0.013385519775536538
10,0.023860496559862356,0.023860497869584198
11,0.02619290808307241,0.026192909505538476
12,0.024324558874760694,0.024324556872394692
13,0.027668589355530283,0.02766858957368726
14,0.016344107339335768,0.01634410694717976
15,0.03263751614426543,0.0326375165320336
16,0.02443016496997177,0.024430164571952878
17,0.02895620039274445,0.02895620028406509
18,0.008793532372112254,0.00879352520061262
19,0.030022988418399815,0.03002298797956839
20,0.03319242881747008,0.033192429529315046
21,0.018801711533858647,0.018801709273326736
22,0.06310435493398528,0.06310435675762104
23,0.02842008502946002,0.028420081759485537
24,0.015721166341145093,0.015721167082496924
25,0.029383957502544727,0.029383958008204123
26,0.016851240818736006,0.0168512414101092
27,0.030669453992442305,0.030669453744840564
28,0.012421445070923126,0.012421447302512977
29,0.023067674341751002,0.02306767518373709
30,0.012996730114904983,0.012996731072872896
31,0.012596935205959364,0.012596933745538226
32,0.025966950194682935,0.025966950744957248
33,0.02218393109021944,0.022183929029355443
34,0.048777563551113755,0.048777564088825116
35,0.015413262570460221,0.015413265311805306
36,0.021942368128401404,0.021942366022044267
37,0.027603141817804624,0.027603143218845782
38,0.03423739498885366,0.0342373934098505
39,0.02801728654435845,0.028017287869891654
40,0.011024077681161325,0.01102407868325391
41,0.022962633829593355,0.022962633586677116
42,0.02604859957939262,0.026048601169510542
43,0.02429430134115821,0.024294301791786696
44,0.012978494312014482,0.012978497046254133
45,0.022710267856124632,0.02271027009656839
46,0.03253077722738138,0.03253077814658996
47,0.02050330110443115,0.020503299832946194
48,0.013916794912478193,0.013916797015570909
49,0.0247317171335965,0.024731716435196335
