method,Corr,Corr
n_vert,20,40
h,0.23,0.11
0,9.02298411337288e-05,7.223180120421101e-06
1,9.843013150287884e-05,7.626532230541339e-06
2,0.0001342391433538816,1.0514119026810536e-05
3,0.00010654702816546369,8.919269044600086e-06
4,9.584330352151056e-05,8.071127623973631e-06
5,0.00010219760861877511,8.462797768653707e-06
6,8.83973103695492e-05,7.2513837562131e-06
7,0.00011545643150204388,9.59842042474519e-06
8,0.00013170651936740988,1.0167863113766156e-05
9,9.511843966577646e-05,7.97539300646978e-06
10,0.00010874771999769221,9.207430528637067e-06
11,0.00010496325101829541,8.804632293587752e-06
12,9.031158033106308e-05,7.259853124596808e-06
13,0.0001356156460121604,1.1148904716187989e-05
14,0.00011678315275792305,9.877566760565268e-06
15,0.00011120030562447463,9.168261889763213e-06
16,0.00014707566108498267,1.147002193577946e-05
17,0.00012273753043495276,1.0330439442566382e-05
18,0.00011591850347927361,8.799922755908225e-06
19,0.00012951559349641046,1.0808680957552834e-05
20,0.00019836707251117677,1.5174490344454336e-05
21,0.00010333945907204096,8.043956429058315e-06
22,0.0001264006964603627,9.988651315409442e-06
23,0.00010464463709164669,7.904865210555623e-06
24,0.0001146461605908147,9.214994116288929e-06
25,0.00012331424634457453,1.0174741558690032e-05
26,0.00010491341603141716,8.74939452748262e-06
27,0.00014544739937698693,1.178518288704588e-05
28,9.375277904775412e-05,7.63848660180985e-06
29,0.00010291149499468004,8.769174584535375e-06
30,9.735310160353033e-05,8.01777781498674e-06
31,0.00010085627443002463,7.943041204743749e-06
32,0.00011222087207125964,9.461386040027955e-06
33,9.054023133631147e-05,7.311294194119153e-06
34,0.00012816741617389802,1.0430760615298291e-05
35,9.67479119549796e-05,7.796958082173844e-06
36,9.364415533958852e-05,7.300964157219467e-06
37,0.00010978499494446857,9.145121801308265e-06
38,0.0001308442945857065,9.865602510653224e-06
39,0.00012162737404539461,9.490482188803709e-06
40,9.395691687877041e-05,7.77215740142859e-06
41,8.854290618020426e-05,7.265902936944061e-06
42,0.00010669536599093716,8.929059732840905e-06
43,0.00012470397250046356,1.0030565085135408e-05
44,9.745997160572268e-05,7.811105542162151e-06
45,0.00010120805523767692,8.3614709905442e-06
46,9.791547311022617e-05,7.911503035582972e-06
47,0.0001397548985408235,1.1623342402548633e-05
48,0.00010200069579426797,8.131795024353312e-06
49,0.00013053554372951186,1.080125227105887e-05
