nb_vert,h,err,times,mesh,assemble,solve
8,0.6346975625940523,0.23717748036039407,0.15645718574523926,0.0003559589385986328,0.15532803535461426,0.0007731914520263672
16,0.29619219587722484,0.05947331762601628,0.7005429267883301,4.2438507080078125e-05,0.6978716850280762,0.002628803253173828
32,0.1433188044567221,0.014375650371970132,2.9862313270568848,0.00011181831359863281,2.9676566123962402,0.0184628963470459
64,0.07052195139934005,0.0035068637053606677,12.35894775390625,0.00032591819763183594,12.282283306121826,0.07633852958679199
128,0.03498333022172013,0.0008645248264595778,49.69638395309448,0.0013659000396728516,49.40073537826538,0.2942826747894287
150,0.029818006296365704,0.0006281776623888105,68.30765795707703,0.001873016357421875,67.91329622268677,0.3924887180328369
