method,FEM,FEM
n_vert,20,40
h,0.07,0.04
0,0.00528817867196372,0.00043212758414744865
1,0.002877433026708759,0.0002670285245055185
2,0.004705094909198989,0.0003829067963228143
3,0.002058770980636453,0.00018296970729245462
4,0.008787329284941841,0.0007623754880001589
5,0.0022569540135373776,0.00020824900724225343
6,0.002260730810845522,0.00020686577550164742
7,0.0028950918168018833,0.00025457194474674946
8,0.004899475647673877,0.0004300819769292925
9,0.005274548817974493,0.00041953045466341135
10,0.002867586488327504,0.00025857781754860766
11,0.0027495879783886526,0.00023578829095316132
12,0.0022057071299024433,0.00019883107831547477
13,0.0028092226941205584,0.0002610766848951084
14,0.001757340500385564,0.00016626380791288266
15,0.002715892266535294,0.00025117494405858863
16,0.006504564008220669,0.0005184564562232467
17,0.0038674049515215925,0.000328199677294047
18,0.0018416700301965932,0.0001665510886784752
19,0.004969789434172141,0.00040727594192974505
20,0.002569655967999278,0.00022260528585957685
21,0.007898656181183648,0.0006577709436233725
22,0.0036101653161282237,0.0002922383709750928
23,0.007671485222178273,0.0006270047259367907
24,0.002696902725683093,0.0002470840301231066
25,0.00493483229910232,0.0004100346659154899
26,0.007237995783430373,0.0006538854547152885
27,0.002664276859363005,0.0002497982153243751
28,0.00238674077542449,0.0002147095447806142
29,0.010968737365585162,0.0009549031533654846
30,0.005621215791626989,0.00046352967622412293
31,0.0031125885270736303,0.0002769411647963772
32,0.004591607986031839,0.00041486172839669207
33,0.006174645920560342,0.0005299845948129097
34,0.0021564730844222217,0.0002019073408277704
35,0.002767941578249137,0.0002451314476206706
36,0.0030225172666711285,0.0002637411995397146
37,0.0027228464063616333,0.00024021704849051676
38,0.0022376295799044084,0.00020195653959399266
39,0.004618379891678325,0.0003923936664593886
40,0.002847449184561891,0.00024101833776427674
41,0.006180836533742379,0.0005249773289123889
42,0.006195458140864064,0.000521582314978776
43,0.001616489393237339,0.00015262363180737555
44,0.002019468577306564,0.00018312422566216813
45,0.002905077102787215,0.0002511656519165206
46,0.007966836230327266,0.0007079281734625954
47,0.0037084014464421737,0.00030538778643487817
48,0.006458532414976282,0.0005231526576174061
49,0.002548435418742769,0.00021800433522462735
