method,FEM,FEM,PINNs,PINNs,Corr,Corr
n_vert,20,40,20,40,20,40
h,0.07,0.04,0.07,0.04,0.07,0.04
"0 : 0.5,0.51",0.12690540851195212,0.04371152288662997,0.9336267278312372,0.9336267256403359,0.1267775236674969,0.043693672197940604
"1 : 0.52,0.49",0.07000318542961058,0.020975603053859565,0.8784605134722819,0.8784605060871563,0.06969458162994807,0.020917059112199318
"2 : 0.51,0.55",0.12123628742770472,0.04095871154674139,0.9318298816631119,0.931829880942253,0.12103742051219782,0.040926955698303596
"3 : 0.5,0.46",0.07011131876100818,0.020523326376915802,0.9351364011306129,0.9351363998789137,0.06995982291301246,0.020494732126842465
"4 : 0.49,0.47",0.15350757647382302,0.056859770936143146,0.9180714971063355,0.9180714924487856,0.15343928197543796,0.05685375368949924
"5 : 0.51,0.47",0.06526025793646117,0.019032527097986064,0.9084380350651486,0.9084380319099692,0.06503573143627285,0.018989128499178783
"6 : 0.49,0.52",0.06633812774001398,0.0194072434926476,0.9069054265128667,0.9069054225795916,0.06608486953097013,0.019358138428609187
"7 : 0.54,0.48",0.08082486534354047,0.024663226273306443,0.9120672614927986,0.9120672594576282,0.08059456948893916,0.024620900151539563
"8 : 0.55,0.5",0.10467421674039444,0.03456374225099676,0.8902493528979162,0.890249349299502,0.10439429371319395,0.0345164984143191
"9 : 0.49,0.47",0.13389692541859616,0.0466585649828887,0.9496399805802374,0.9496399795346087,0.1338487356061563,0.046654582698751675
"10 : 0.53,0.47",0.07570847970044887,0.022874852997411172,0.9020957109210676,0.9020957077988357,0.07547376739501348,0.02283125505297731
"11 : 0.5,0.46",0.0845643113994983,0.02588642108016282,0.9346464829172082,0.9346464814228536,0.08443446238339618,0.025863722469827013
"12 : 0.51,0.52",0.06835642926733211,0.020040545354867222,0.9141921736265765,0.9141921706057634,0.06810687325572887,0.01999218027405531
"13 : 0.54,0.46",0.06952014938732812,0.020745678781872938,0.8818806469746351,0.8818806441602538,0.06922367777719533,0.020689311304347858
"14 : 0.46,0.47",0.05699142984568135,0.01607325128920102,0.9260799721326679,0.9260799713425217,0.0568296863272384,0.01604112697856686
"15 : 0.46,0.49",0.06982219502567014,0.020759912822553118,0.9016846293682425,0.9016846258196668,0.06962878209818141,0.02072362207396218
"16 : 0.45,0.53",0.1495891614379804,0.05425856168565893,0.9477308988388317,0.947730898553737,0.14953186479262173,0.05425447498112263
"17 : 0.53,0.46",0.1000762751686048,0.03220055168210323,0.9221548203214017,0.9221548188919952,0.09991534600360939,0.032173974219525406
"18 : 0.53,0.53",0.06420262751569648,0.018443921657097278,0.9192145453272728,0.919214544084159,0.06391792514280115,0.018386804951788953
"19 : 0.54,0.46",0.12241513024847842,0.0416349690997892,0.9340081188555214,0.9340081181279509,0.12229749867042307,0.0416184838050478
"20 : 0.55,0.55",0.08055001318689574,0.0242832159001192,0.9143330433135437,0.9143330434070884,0.08022886818478805,0.024221079596646662
"21 : 0.53,0.5",0.1549196457173452,0.05733221031754539,0.9290686778091287,0.9290686756667907,0.1547919479382638,0.057317355979348436
"22 : 0.5,0.55",0.1078439791263847,0.03503776999113731,0.9396817481969211,0.9396817476506404,0.1076690053529995,0.03500870871707907
"23 : 0.53,0.51",0.15759161142295047,0.05850553146193268,0.9363585431945881,0.9363585417671759,0.15746354052482256,0.05849069856330252
"24 : 0.46,0.52",0.0710138732391541,0.021181253590544083,0.8986348134850994,0.8986348099963901,0.0707754194892087,0.021136271784368627
"25 : 0.51,0.45",0.11848778582054321,0.03995314762445381,0.9311826224622259,0.9311826207784305,0.11839167000284169,0.03993990062559028
"26 : 0.46,0.48",0.12487054716709209,0.04367614787974483,0.8913818214661279,0.8913818147509098,0.12475810318680199,0.04366075110777556
"27 : 0.54,0.46",0.06653598203195142,0.019671506700572855,0.8799140872298975,0.8799140848046612,0.06623050002246748,0.01961278285513804
"28 : 0.5,0.48",0.07095661224095103,0.02100052317516057,0.9174275319390015,0.9174275288045388,0.07075848595209046,0.0209630731527897
"29 : 0.49,0.46",0.17670158401306726,0.0686684634519384,0.9269891300862475,0.9269891267302875,0.1766736633944521,0.06866966145352402
"30 : 0.48,0.48",0.12893632795275473,0.044606008324307535,0.9353137558747542,0.935313753662086,0.12886772818017933,0.04459812976476794
"31 : 0.53,0.49",0.08063511758008185,0.024739802442542952,0.9004941204977219,0.9004941161696368,0.08037872985892479,0.02469272697311594
"32 : 0.5,0.46",0.09457530736634237,0.030499918077375118,0.888873220204091,0.8888732141328833,0.09440051787876834,0.030470665534558718
"33 : 0.51,0.52",0.12555919866589607,0.04361009963065111,0.9075493045418249,0.907549299781863,0.12536457000020393,0.04358095928315615
"34 : 0.45,0.51",0.06213746967702384,0.01794171631819022,0.9089222181711584,0.9089222156379736,0.0619284538383173,0.017900986611726902
"35 : 0.51,0.48",0.07797420745850296,0.023605564256395477,0.9152549039209735,0.9152549006431777,0.07777632921721911,0.02356921241250191
"36 : 0.51,0.5",0.08349747416634001,0.02569478010773572,0.9139144444076023,0.9139144407445549,0.08327825792980836,0.025655011245285422
"37 : 0.51,0.46",0.07857962929113975,0.023769090507718336,0.9212889407390594,0.9212889385314199,0.07840996024244501,0.02373821184560005
"38 : 0.54,0.51",0.06856621011893937,0.020110381350246714,0.9074448137749785,0.9074448118192208,0.06826923021376373,0.02005226783231425
"39 : 0.52,0.54",0.10919173536508485,0.036110826005221246,0.908925060811423,0.9089250589561042,0.10892876679131673,0.036066366909090375
"40 : 0.49,0.48",0.08817682743606253,0.027249813149573344,0.9378134076030207,0.9378134059816557,0.08805501796105158,0.027228994846027935
"41 : 0.49,0.52",0.12821800677729842,0.04470599506103626,0.9152306230835304,0.9152306188300333,0.12806149536839223,0.044683648231388234
"42 : 0.52,0.46",0.13079167523721294,0.045724507840891854,0.9229379855347127,0.9229379829691288,0.1306823496138181,0.04571026033842849
"43 : 0.46,0.52",0.05551929750993199,0.015564487270998087,0.9234628134546639,0.9234628121582321,0.055307921217898,0.015521802782254466
"44 : 0.52,0.48",0.06569993780136081,0.019055155493266782,0.9222896857905156,0.9222896835633222,0.06548898172804941,0.0190141309334458
"45 : 0.52,0.47",0.08444484604663179,0.025943165159579083,0.9251422551436004,0.9251422530452872,0.08427731857855722,0.02591335525847729
"46 : 0.47,0.51",0.137735379599755,0.049584789220597524,0.8989664353742871,0.8989664283221718,0.1376059284014829,0.04956810799596492
"47 : 0.46,0.45",0.10583133415354885,0.0341973119562074,0.9471146624263117,0.9471146620128343,0.10578464881635453,0.03419136865118065
"48 : 0.48,0.53",0.14452798383206258,0.05194728613707886,0.9385692837577265,0.9385692826104238,0.144421582043716,0.05193483074474662
"49 : 0.49,0.45",0.08322405608468342,0.0252743045969557,0.9431367219558088,0.9431367211858535,0.08312848886811708,0.025257915019689933
