nb_vert,h,err
16,0.16663035129479017,9.069075648161048e-08
32,0.08691933730437637,6.258673657202437e-09
64,0.04347038548979546,3.758871832986623e-10
128,0.02197797091453632,2.5113105037339796e-11
256,0.010988924822874708,2.4340997605223155e-11
