err_PINNs,err,times,mesh,assemble,solve
0.01378009779533085,6.683328781422651e-05,10.137497425079346,0.0005409717559814453,10.03669285774231,0.10026359558105469
0.008688324548340745,4.2138987310820965e-05,10.122377872467041,0.0005409717559814453,10.023109912872314,0.09872698783874512
0.01285819394598909,5.5898600722875095e-05,10.033093452453613,0.0005409717559814453,9.933428525924683,0.09912395477294922
0.006355988317101486,2.90753579651886e-05,10.1096670627594,0.0005409717559814453,10.00866150856018,0.1004645824432373
0.023259405534027472,0.00031357670898501716,10.336857557296753,0.0010230541229248047,10.220652103424072,0.11518239974975586
0.010185968304184497,4.3488724340968276e-05,10.096336841583252,0.0005409717559814453,9.997713565826416,0.09808230400085449
0.1326372497598795,0.000337051512043291,10.07161259651184,0.0005409717559814453,9.97312068939209,0.09795093536376953
0.014241765680983752,3.8178524279479584e-05,10.285234689712524,0.0005409717559814453,10.173452854156494,0.11124086380004883
0.04087215911693027,8.443680869694642e-05,10.121703386306763,0.0005409717559814453,10.006782531738281,0.1143798828125
0.01757131086435164,6.652118682826734e-05,10.041444778442383,0.0005409717559814453,9.94153118133545,0.09937262535095215
