method,Corr,Corr
n_vert,20,40
h,0.07,0.04
0,0.5585069880875054,0.5579752682192191
1,0.5471244272158748,0.5545729923259479
2,0.558349128167867,0.5574231512624328
3,0.5442240451484472,0.5541139050461976
4,0.5492906183120636,0.5554837294264804
5,0.5465919572356926,0.5545827823008803
6,0.5477326152695443,0.5548664785983874
7,0.5482951798711183,0.5550229926632676
8,0.5478037615822156,0.5547212912374286
9,0.5617817542638164,0.5588142417644335
10,0.547227568002404,0.5547085128417256
11,0.5456226988508103,0.5544952235125877
12,0.5483621279149723,0.55504104899479
13,0.5470381665877418,0.5545560528524422
14,0.5425029118444813,0.5534692207038201
15,0.5459339185817491,0.5543064851235722
16,0.5751001289722959,0.5624528629087883
17,0.548976608251373,0.5553272970006853
18,0.5489479100715619,0.5550769748923275
19,0.5552503892508517,0.5571336034913542
20,0.5492219529806168,0.554967864548736
21,0.5638643156639276,0.5593402712500274
22,0.5583381362968933,0.5576313220054336
23,0.5754768413151202,0.5621524788060295
24,0.5470854562749062,0.5546471502221219
25,0.5499327594236073,0.5556818353544499
26,0.546567049249752,0.5543716165647908
27,0.5470027788237204,0.554541664677231
28,0.5468864651338989,0.5547281174225419
29,0.5546592209284326,0.5572733486377025
30,0.5519164698929674,0.5562252694462015
31,0.5478720209901526,0.5548489183464351
32,0.546520019553587,0.5544030861884581
33,0.5495524163162475,0.5553152649510541
34,0.5459990296348834,0.5543790133685531
35,0.5474387573255193,0.5548659423559126
36,0.5486902275226482,0.5551607150994682
37,0.5464082637007789,0.5546143806037749
38,0.5484092339641901,0.5549229498930932
39,0.5499500329779764,0.5552552770350975
40,0.546513689470635,0.5547639967364004
41,0.5506875736009996,0.5557463047372675
42,0.5509317962417651,0.5559504977919306
43,0.5457848313678739,0.5544106890066622
44,0.5470739514207095,0.5547914942254991
45,0.5477134965562055,0.5550100615048539
46,0.5473269896581132,0.554673193069241
47,0.5400589721171595,0.5527955693018833
48,0.5695075570023519,0.5609169395675572
49,0.5410779280462764,0.5532672578900708
