facteurs,FEM/PINNs,FEM/PINNs,PINNs/Corr,PINNs/Corr,FEM/Corr,FEM/Corr
n_vert,20,40,20,40,20,40
h,0.07,0.04,0.07,0.04,0.07,0.04
"0 : 0.51,0.51",0.005309553806364314,0.0002697095081555738,984.8133175047446,20450.22125293556,5.228919298515584,5.515619115801912
"1 : 0.54,0.49",0.008376274370951625,0.0004948758640902444,1086.9085639123373,11464.156084927328,9.104244347466746,5.673334148593845
"2 : 0.52,0.6",0.003161533748544081,0.0001632604832814556,1665.5217804795634,31359.52762332199,5.265603317921366,5.119771635261705
"3 : 0.51,0.42",0.00156949156008987,9.154499695690056e-05,2892.9967265191012,27748.829971020987,4.540533945639351,2.540266555254667
"4 : 0.48,0.44",0.023523797305859875,0.0011156238044299329,273.86545031038906,3648.836845971408,6.442355342179632,4.070729243846739
"5 : 0.53,0.43",0.00743359330075744,0.0004747639472127253,659.5349937418234,3884.9906842175164,4.90271491109432,1.8444535121237744
"6 : 0.49,0.53",0.006227744649705585,0.0003749974622095547,929.853735569971,5984.677357161309,5.790891626704639,2.2442388210784756
"7 : 0.58,0.45",0.005128546471856926,0.00027696437312191746,2441.388867056832,36594.92996880218,12.520776260575094,10.135491838249765
"8 : 0.59,0.49",0.01532971261739113,0.0008956309020080892,1166.6064219620773,12840.846145268328,17.88374118628158,11.500658615633768
"9 : 0.48,0.45",0.0017757640414647706,9.152899282161186e-05,1383.5786738355825,30030.57347388842,2.456909257534742,2.7486681439204212
"10 : 0.56,0.43",0.005481110136748336,0.0003002842663218381,2277.0038815961484,24437.523500359286,12.480509056831957,7.3382038150280655
"11 : 0.51,0.42",0.002585525096057216,0.00014040684602118172,3538.4978586186367,60821.794261709794,9.148875015803204,8.539796301635882
"12 : 0.51,0.53",0.004351497927558968,0.0002526200050690386,1508.7289915769086,10788.64025481122,6.56523108009505,2.7254263558584446
"13 : 0.59,0.43",0.005451603770892025,0.00033470378958753066,1498.30464633095,16705.33799471178,8.168163259882848,5.591339933170593
"14 : 0.41,0.44",0.0011795877916290845,0.00017717683444154703,1145.86045628088,5823.505843953459,1.3516430051394583,1.0317903307835234
"15 : 0.42,0.47",0.00993738460800055,0.0005852999864998242,681.3199542727358,5213.987023159359,6.770538426713523,3.051746534265431
"16 : 0.4,0.56",0.001211099370401874,5.510567122797504e-05,1611.0641599150354,29666.964978411343,1.9511587897501235,1.634818018432185
"17 : 0.57,0.42",0.00513334562554298,0.0002715880461894163,1736.8366583641841,30846.75163684828,8.915782862496473,8.377609008341803
"18 : 0.56,0.57",0.0023029456642935293,0.00014694102205969816,1818.8346760576133,12384.373382543472,4.188677431293606,1.8197724823998591
"19 : 0.57,0.42",0.00519409654683276,0.00026797420041970696,971.3038194804158,19672.812440686244,5.045045814688698,5.27180618379976
"20 : 0.6,0.6",0.002377678704650748,0.00012865691797841962,3192.154670030693,55526.315766237465,7.589918180883415,7.1438446531806425
"21 : 0.56,0.49",0.011833001463303091,0.0004874892138256813,379.583199526933,8779.955697551111,4.491608555447468,4.2801337004235025
"22 : 0.49,0.6",0.0023985444304143555,0.00012839244221016694,1892.6186007436434,35218.90533258636,4.539529803712276,4.5218412676194335
"23 : 0.56,0.52",0.0032813082411221575,0.00012626806698603593,798.3102187396871,15008.70980784435,2.6195018997225676,1.895120775390865
"24 : 0.42,0.55",0.009899332832446053,0.0005578195998271365,814.8331223447273,7573.8395403921,8.066304280991691,4.224836141576465
"25 : 0.53,0.41",0.008090773139767991,0.0004180502284070186,771.8756132411149,14954.781753410787,6.245070478853159,6.251849927790494
"26 : 0.43,0.46",0.030404254269755553,0.0023705778710265196,78.58152867429065,804.1983180620814,2.38921277871922,1.9064147367147166
"27 : 0.59,0.42",0.005294867028511774,0.0003273976008814525,1370.0977224470682,13417.045614919287,7.254485256424057,4.392708545241587
"28 : 0.5,0.46",0.006296665256549634,0.0003598618697785121,1159.78686571723,8489.950034447222,7.302789662364278,3.0552092937223203
"29 : 0.48,0.42",0.02230296787747648,0.0007400931711338636,158.02518359292475,4530.121409872584,3.5244305935053237,3.35271191985401
"30 : 0.45,0.46",0.009485654539159777,0.00047941586598202596,512.5180679061024,11113.276665766305,4.861569337234919,5.327881156616196
"31 : 0.55,0.48",0.007521493029250391,0.00040842877560405625,1678.3530703985778,24319.336878666385,12.623720919623894,9.932716984856283
"32 : 0.49,0.41",0.010730447995195897,0.0006138972631662819,732.9181221106721,11427.441810660976,7.864539794045204,7.015275252556714
"33 : 0.51,0.54",0.01645363982724018,0.0008223219154085604,301.5828164400256,6137.260442242444,4.962135039788871,5.046803762225994
"34 : 0.4,0.51",0.0032148609555035755,0.00024731611178781346,1014.1025859950364,5511.238490846096,3.2601988085906495,1.3630180746913936
"35 : 0.52,0.45",0.00758929980650183,0.00041263454878049153,1682.5442647804869,19829.334056672138,12.76933286312931,8.182268311092542
"36 : 0.52,0.5",0.006421528305481427,0.000345779759937726,1970.6756586912359,31436.43906178342,12.654749523209027,10.870084352080424
"37 : 0.52,0.42",0.006178733337856219,0.0003361726094126854,1949.1454240703074,24608.282284103876,12.043249812033105,8.272630468611158
"38 : 0.59,0.52",0.004354177228759874,0.00024672730262538333,1688.4559427106433,13427.202032620567,7.351836417514969,3.3128573393145366
"39 : 0.54,0.59",0.0076746616123766764,0.0003984039798788327,1336.594337819968,20985.63292282874,10.257909255786931,8.36075967673123
"40 : 0.47,0.46",0.001937349020696746,0.0001051328665943333,4183.720485440943,68738.72327680774,8.105326785337926,7.226699024125421
"41 : 0.49,0.53",0.014257013277113146,0.000706580256938452,432.38838777408074,7686.823439163067,6.164566985364616,5.431357680684355
"42 : 0.54,0.43",0.018142956725371088,0.0008973138701359321,362.4989750237789,7108.528113766194,6.576803216847795,6.378580872733622
"43 : 0.41,0.54",0.000948442559287397,0.00013215842470622478,1516.6856062379895,7890.969489580121,1.438489178014716,1.0428580971477914
"44 : 0.53,0.46",0.00359927679389264,0.0002354666350934681,1130.1836522545104,7277.79326592512,4.067843792396489,1.7136774912332895
"45 : 0.53,0.44",0.003976656760119202,0.0002146526131546616,2814.5520868207373,48481.38320479044,11.192507582763291,10.406655594260792
"46 : 0.44,0.52",0.045736028005862794,0.002572693253380762,142.11989830702876,2087.4556404421096,6.49999964916064,5.370383042897033
"47 : 0.43,0.4",0.0014946272619440087,8.029781004826445e-05,3308.920457446149,61190.75511307135,4.945602723303255,4.91348363077927
"48 : 0.46,0.57",0.0038683427700453737,0.00018431373858958204,892.2640006343797,17644.19370119743,3.4515829958257633,3.2520673054664533
"49 : 0.47,0.4",0.0010103532546075194,5.5321127483386695e-05,4639.663022550771,80189.96141457716,4.687698635116332,4.436199078303683
