method,Corr,Corr
n_vert,20,40
h,0.07,0.04
0,0.5577925824527201,0.5577873266014501
1,0.5576112235164533,0.5577761921695894
2,0.5576515922412173,0.557778142630026
3,0.5576683588710392,0.5577797700428723
4,0.5578011076294057,0.5577907108601354
5,0.5576468445860981,0.5577784975308705
6,0.5576432302297527,0.5577781995887028
7,0.5576487350875705,0.5577785005514805
8,0.5576076499165885,0.5577759157363256
9,0.5579201609681516,0.5577951425456572
10,0.5576397295408826,0.5577780428443962
11,0.5576884921742203,0.5577810414320955
12,0.5576461541540081,0.5577783159945112
13,0.5576139258353108,0.557776364948859
14,0.5576185505983982,0.5577766024092976
15,0.5576293845225496,0.5577774078625133
16,0.5580495129172638,0.557803097528958
17,0.5576922519396594,0.5577813345295668
18,0.557621075308192,0.5577766548101899
19,0.557784821411852,0.5577869941452338
20,0.5575860157368012,0.5577744306027621
21,0.557824710333068,0.5577888842012013
22,0.5577071009182967,0.5577818475231366
23,0.5578417590705443,0.5577891696524856
24,0.5576345579663378,0.5577777349097562
25,0.5577559845377275,0.5577853913595998
26,0.5576103148287216,0.5577770136720168
27,0.5576123222622037,0.5577762618723793
28,0.5576653943054629,0.5577796534406052
29,0.5581020048432154,0.5578128754866477
30,0.5578096689769535,0.5577886827647683
31,0.5576313248193696,0.5577774147345597
32,0.5576199967326673,0.5577772327658593
33,0.5576492035550188,0.5577785873260043
34,0.5576365327364949,0.5577778209771882
35,0.5576665570690705,0.5577797380441796
36,0.5576582579479884,0.5577791099200431
37,0.5576688786407176,0.5577798785503099
38,0.5576152555522642,0.5577762870097359
39,0.5576061922445747,0.5577755807138399
40,0.5577048246495975,0.5577820349475096
41,0.5576948732511309,0.5577815655310473
42,0.5577611432154472,0.5577860212233323
43,0.5576479229086547,0.557778490167162
44,0.5576641851399656,0.5577795143080502
45,0.5576865404439664,0.5577809612615985
46,0.5576430275997561,0.5577794957846209
47,0.5576487173189996,0.5577783236127168
48,0.557898101475967,0.5577935644094336
49,0.5576582643788942,0.5577790930437071
