method,FEM,FEM
n_vert,20,40
h,0.07,0.04
0,0.06507298767090493,0.018792841139773364
1,0.02836205291812651,0.007581041132866129
2,0.05803408549437519,0.016185221402334006
3,0.016953060081919866,0.004146822259544434
4,0.12672485523646115,0.046680304092569166
5,0.01916491283254305,0.004771965373679105
6,0.018874749437851616,0.004703581876912425
7,0.02489052705410511,0.006346373059409812
8,0.05014526853278358,0.015063820944069904
9,0.0856060792729919,0.02600333446124151
10,0.025400105388985583,0.006538844048551484
11,0.023325370985978953,0.005833914554539078
12,0.018021398657725896,0.004464640732902561
13,0.027650874846380943,0.007347128126064694
14,0.014818088431165763,0.003604544537497714
15,0.02478159859366876,0.006366000688131364
16,0.18328962389850978,0.0727132984144948
17,0.03561615610499062,0.009413018993283248
18,0.015062959647318198,0.003682409693643134
19,0.05739895114617657,0.01610856364895477
20,0.022517943010024074,0.005660196074401361
21,0.15542457583047073,0.05792880847107635
22,0.04026807728008754,0.010532676745962697
23,0.21490135760881543,0.09055605532402386
24,0.024265528611719475,0.006221093548860803
25,0.05200455171459675,0.014472986147310246
26,0.08403814967159184,0.03263737635883814
27,0.026538891782655446,0.00699587061376885
28,0.019606198088963765,0.004881796905192592
29,0.26956870692841295,0.12736411261225963
30,0.06688226499600966,0.0195047768761087
31,0.027577286797167193,0.007204403172878242
32,0.04894567767025729,0.015078905497970528
33,0.06820449417160981,0.021358137112533922
34,0.01869228548004426,0.004636146689104904
35,0.023236719735002596,0.005882989218399956
36,0.02573275940800432,0.006597110617707629
37,0.022823637358987767,0.0057406609977733855
38,0.018737531253114253,0.0046611693740734525
39,0.04638606869799493,0.013039642219348722
40,0.024557382519103575,0.00616275354375603
41,0.06978652501531553,0.02150207611164751
42,0.07213639694347819,0.021925834293233682
43,0.013546502790850278,0.0032854062230406383
44,0.016391256817431754,0.0040217910371247575
45,0.024602210650275444,0.00621916796307038
46,0.0958039337306515,0.03537098470286591
47,0.036472087499915026,0.009457039926181134
48,0.11967972955239564,0.04012966404749259
49,0.021925646096951912,0.0054297711408040055
