method,FEM,FEM,PINNs,PINNs,Corr,Corr
n_vert,20,40,20,40,20,40
h,0.07,0.04,0.07,0.04,0.07,0.04
"0 : 0.51,0.51",0.00010058201663517683,5.109265675825762e-06,0.01894359117608223,0.018943587531510517,1.92357179166507e-05,9.263267764788231e-07
"1 : 0.54,0.49",0.00034060384980536175,2.0123121535443676e-05,0.04066292897311886,0.040662968222216773,3.741154529756604e-05,3.5469656833858902e-06
"2 : 0.52,0.6",7.455786245279281e-05,3.85014154860266e-06,0.02358281403357705,0.023582813619172895,1.4159414971317106e-05,7.52014312920786e-07
"3 : 0.51,0.42",2.2855542242384824e-05,1.3331137168930656e-06,0.014562386204278858,0.014562387472913418,5.033668400240656e-06,5.247928466937668e-07
"4 : 0.48,0.44",0.0012746778264934547,6.045204197173206e-05,0.05418673736726711,0.0541867623581429,0.00019785897529554693,1.4850420735574732e-05
"5 : 0.53,0.43",7.25883344921556e-05,4.636027717346864e-06,0.009764905282719633,0.00976491105646154,1.4805742493387892e-05,2.5134966464992464e-06
"6 : 0.49,0.53",6.687220278575027e-05,4.026642948002678e-06,0.010737788163635072,0.01073778719535047,1.154782494588049e-05,1.7942132139340068e-06
"7 : 0.58,0.45",8.278661428389944e-05,4.4708470901727684e-06,0.016142315320372705,0.016142318377550813,6.611939432587301e-06,4.41108054894829e-07
"8 : 0.59,0.49",0.0006523899799676391,3.8115566096369424e-05,0.042557221798634436,0.04255722531559677,3.647950242469849e-05,3.3142072441447723e-06
"9 : 0.48,0.45",6.881481985980327e-05,3.5469526259786704e-06,0.03875223185792192,0.0387522304860451,2.8008694113860732e-05,1.2904259227596888e-06
"10 : 0.56,0.43",0.00013796980100246633,7.558714132794913e-06,0.02517187167567423,0.025171862067170873,1.105482159214814e-05,1.0300496311257067e-06
"11 : 0.51,0.42",3.571558684073775e-05,1.939533600746616e-06,0.013813668602637838,0.013813668319663122,3.903822795594523e-06,2.2711708010823155e-07
"12 : 0.51,0.53",4.5772943729272546e-05,2.6572820620440507e-06,0.010518893606586066,0.010518890066991492,6.972023249577661e-06,9.74996831718489e-07
"13 : 0.59,0.43",0.00027786067099831767,1.7059377369756636e-05,0.050968610830066326,0.05096858147551784,3.401752170686937e-05,3.0510356325416693e-06
"14 : 0.41,0.44",4.510990665901571e-05,6.775615383739975e-06,0.03824209353397606,0.03824210656599884,3.337412799643898e-05,6.566852956060066e-06
"15 : 0.42,0.47",0.00016974572814449057,9.997821707839364e-06,0.017081529480888657,0.017081534150765555,2.507123029901871e-05,3.2760983245438122e-06
"16 : 0.4,0.56",0.0001947990545324211,8.863461942407027e-06,0.1608448152918961,0.16084482313514378,9.983762241994059e-05,5.421681093842616e-06
"17 : 0.57,0.42",9.904645844553766e-05,5.2402179408928825e-06,0.01929471842937928,0.019294729699694316,1.1109115147046556e-05,6.255028058333901e-07
"18 : 0.56,0.57",2.5605278807176486e-05,1.6337627115992426e-06,0.011118490203298555,0.011118492907552317,6.112974614822203e-06,8.977840512483667e-07
"19 : 0.57,0.42",9.128699131028088e-05,4.7096876857389915e-06,0.01757514333574442,0.017575153422839128,1.8094383017196386e-05,8.933726926858281e-07
"20 : 0.6,0.6",4.680611289403218e-05,2.5326942661554145e-06,0.019685634060850717,0.01968564384995013,6.166879771105025e-06,3.5452818322803076e-07
"21 : 0.56,0.49",0.00041029766204892605,1.690320442576206e-05,0.034674014308318575,0.034674007026966526,9.134760008222732e-05,3.9492234609609405e-06
"22 : 0.49,0.6",3.469889274566595e-05,1.8574077596821886e-06,0.014466645814716728,0.014466644046242056,7.643719558199696e-06,4.1076359158888357e-07
"23 : 0.56,0.52",0.00040899262311062343,1.5738450207843347e-05,0.12464315847716707,0.12464315470659634,0.00015613373792702345,8.304721478554485e-06
"24 : 0.42,0.55",0.00014817765281913224,8.349701747381781e-06,0.014968448412348068,0.014968462474192878,1.8369955763795574e-05,1.9763374170213746e-06
"25 : 0.53,0.41",0.00011626070272526614,6.00719014576498e-06,0.014369541787523164,0.014369541594691605,1.8616395622586502e-05,9.6086601808243e-07
"26 : 0.43,0.46",0.005957168601394284,0.000464471858514827,0.19593207412819663,0.1959319135606792,0.0024933604300357588,0.00024363631353125254
"27 : 0.59,0.42",0.0002654869031608897,1.6415846396016118e-05,0.05014042878344199,0.05014039917158751,3.659624270733659e-05,3.73706705713463e-06
"28 : 0.5,0.46",5.480699517208663e-05,3.1322840590382075e-06,0.008704130351391597,0.008704128784097261,7.504939578712016e-06,1.0252273274614136e-06
"29 : 0.48,0.42",0.003028228333578615,0.00010048758495995622,0.1357769221663449,0.1357769384711437,0.0008592106592080178,2.9972030810309474e-05
"30 : 0.45,0.46",0.00013266418639958457,6.705000515094527e-06,0.01398577039169041,0.013985770999380958,2.7288346045690475e-05,1.2584741134415537e-06
"31 : 0.55,0.48",0.00015477648616059949,8.404604653710364e-06,0.020577893984437403,0.020577895475851714,1.2260765834897024e-05,8.461536422032638e-07
"32 : 0.49,0.41",0.0014181686115392659,8.113453949183178e-05,0.13216303850260405,0.1321630578272434,0.00018032442440091167,1.1565410703202606e-05
"33 : 0.51,0.54",0.0005420848274987187,2.7092383647755387e-05,0.03294619507844449,0.03294620165181281,0.00010924427149846035,5.368226094015145e-06
"34 : 0.4,0.51",7.578338207173193e-05,5.829942652882098e-06,0.023572833513062847,0.02357283806031989,2.32450186387536e-05,4.27723062601505e-06
"35 : 0.52,0.45",7.51802271399703e-05,4.087588030964605e-06,0.009906082123091598,0.00990607316581984,5.887561076667421e-06,4.995666086167257e-07
"36 : 0.52,0.5",8.311153774540117e-05,4.475299789507102e-06,0.01294264134512294,0.012942630853561501,6.567616181811674e-06,4.117079173033809e-07
"37 : 0.52,0.42",6.116181119438637e-05,3.3276916718033035e-06,0.009898762068214963,0.009898759085747614,5.078513868679871e-06,4.022531508483987e-07
"38 : 0.59,0.52",5.3976214045912464e-05,3.0585354101700206e-06,0.012396421002202887,0.012396420572934835,7.341868205516634e-06,9.232318500025909e-07
"39 : 0.54,0.59",0.00020264481212800943,1.051961845430908e-05,0.02640439700966239,0.026404401024077193,1.975498194368299e-05,1.2582132319370636e-06
"40 : 0.47,0.46",3.2253642625594344e-05,1.7502875586458863e-06,0.016648338673634903,0.01664833857712225,3.979314280571555e-06,2.4219737847152244e-07
"41 : 0.49,0.53",0.0003741550570478604,1.8543195469546567e-05,0.02624357919680789,0.026243579957770893,6.069445882186812e-05,3.4140994866701747e-06
"42 : 0.54,0.43",0.00028128436646466653,1.3911755764860588e-05,0.01550377762139061,0.015503778809028246,4.2769162644869845e-05,2.1810111124135562e-06
"43 : 0.41,0.54",3.250740043273757e-05,4.529665505031961e-06,0.03427450625703858,0.034274511935965965,2.2598293354977896e-05,4.343510893208347e-06
"44 : 0.53,0.46",3.3046839324103134e-05,2.1619423912581406e-06,0.009181522071372225,0.00918152327780945,8.123920438113541e-06,1.2615806663261046e-06
"45 : 0.53,0.44",5.3842795985122023e-05,2.906334121818996e-06,0.01353971419537553,0.013539709948580607,4.810610632780907e-06,2.7927647797067697e-07
"46 : 0.44,0.52",0.0033970209244157112,0.00019108564686908295,0.07427450682818926,0.07427455512544232,0.0005226186319647535,3.558138131726308e-05
"47 : 0.43,0.4",4.160740527467645e-05,2.235329768943795e-06,0.027837980969622603,0.027837991691183228,8.413010021736266e-06,4.54937868306132e-07
"48 : 0.46,0.57",0.00015017052165124676,7.155128971161959e-06,0.038820376212288274,0.038820377829210766,4.35077243783094e-05,2.2001786245736015e-06
"49 : 0.47,0.4",2.4752169841254677e-05,1.3552865766391086e-06,0.024498530319348427,0.024498534977366652,5.280239146738667e-06,3.055062572073172e-07
