method,Corr,Corr
n_vert,20,40
h,0.07,0.04
0,0.0031259832595019457,0.0009673288872854654
1,0.00203322644357089,0.0005348456953408193
2,0.0027169294203999747,0.0008241968876616471
3,0.0007174176605288269,0.00017994804344258545
4,0.006121736231767746,0.0023762941038777464
5,0.0010756833944604906,0.0002708099259796378
6,0.0008842710241389112,0.00022346128790003912
7,0.0007621716629378931,0.00019371897257492641
8,0.0019797027022447006,0.0005779599038081982
9,0.0065587399297536205,0.002131642364678128
10,0.0011504431858328393,0.00028739470962022186
11,0.0004977800311184469,0.00013412800094440226
12,0.0006816154050552118,0.00017030666991430158
13,0.0021608598498710557,0.0005509085744778126
14,0.002471168520431866,0.0006131788417554323
15,0.0013902228798162962,0.00036821942663095835
16,0.05683176088487748,0.023924278164751647
17,0.0013490381308765519,0.00038649327337796416
18,0.0006211546903455049,0.00015361756500281509
19,0.0023953147109053597,0.0007546124647210894
20,0.0010270944958072376,0.00026268408566362204
21,0.01215057615434883,0.004508638482791125
22,0.0018829924315932306,0.000514016086746353
23,0.05480453974182764,0.02420082280606679
24,0.001123920508206001,0.00029383331042757765
25,0.0021892366869226813,0.000706720715084554
26,0.019748745403526276,0.007259188669769229
27,0.0022143603841352053,0.000567409490920487
28,0.0007188808506532035,0.00018018818556944305
29,0.07158355757812743,0.03695543041361471
30,0.0022531375494066292,0.0007402259953931973
31,0.0009524750364181383,0.0002465280034881397
32,0.004942802191772826,0.0013365911447025432
33,0.0021346425747632105,0.0007646116877328112
34,0.001433287446695959,0.0003672242962651839
35,0.0007278860818320969,0.00018519742093654008
36,0.0007613744486100094,0.00019886703058624987
37,0.0006362075822246177,0.00016301833965597423
38,0.0007116635748380056,0.00018010023736000834
39,0.0015029041399848135,0.0004204972301765831
40,0.0005473243869848635,0.0001471633550549477
41,0.001866803042975469,0.0006863096796343706
42,0.0028618771493376565,0.0010718936980509712
43,0.0015539508820014414,0.0003884808133162562
44,0.0007100290049086751,0.00017479536110605675
45,0.0005303007594438997,0.00014197237757893264
46,0.008320018544344904,0.0028496608613283216
47,0.001968665758953451,0.0005171299981955134
48,0.006805071493816765,0.0022626155562353147
49,0.000937693757861942,0.00025276666863396707
