method,FEM,FEM
n_vert,20,40
h,0.07,0.04
0,0.08593794851588768,0.026118934024894857
1,0.23780498302122638,0.10516612013964068
2,0.01880825692226038,0.004694277516871374
3,0.014043267582364993,0.0034185610995900277
4,0.03814350004402539,0.013435329972525507
