N,P1,P2,P3
16,0.0063586302620576,0.0001273506769589,1.005379493585052e-05
32,0.0015362998285251,2.5899968967812048e-05,1.161313028951184e-06
64,0.0003859540077728,2.842557351647293e-06,5.987358846165181e-08
128,9.906250226881573e-05,3.643287125653363e-07,3.909513301777491e-09
256,2.41111394242742e-05,4.7336608495889036e-08,2.664901103827112e-10
