method,FEM,FEM,PINNs,PINNs,Corr,Corr
n_vert,20,40,20,40,20,40
h,0.23,0.11,0.23,0.11,0.23,0.11
"0 : 0.05,0.07",3.921965882970337e-05,2.171686251654901e-06,0.00111178930904541,0.001111789309045442,1.5248535527497884e-07,8.45563748329859e-09
"1 : 0.22,-0.06",3.9065676935409175e-05,2.1629832218196597e-06,0.0039718971471133626,0.003971897147113415,1.3501138616860462e-07,7.502589860854987e-09
"2 : 0.1,0.49",3.851718253349816e-05,2.131891116839691e-06,0.0036668228436770125,0.0036668228436770203,2.50087633643857e-07,1.375773404553137e-08
"3 : 0.04,-0.4",3.873454716960353e-05,2.1442292896537824e-06,0.0015975781952004722,0.0015975781952004874,1.9214076234174122e-07,1.0576472590402339e-08
"4 : -0.08,-0.29",3.893618706344153e-05,2.15566981790702e-06,0.002112047299251172,0.002112047299251078,1.8651396100142385e-07,1.0274519483541945e-08
"5 : 0.15,-0.34",3.878281768157604e-05,2.1469751833790496e-06,0.0026703383257453473,0.002670338325745328,1.6741776958793526e-07,9.242166208039452e-09
"6 : -0.06,0.15",3.9145263242457636e-05,2.1674811715460466e-06,0.002693677606400667,0.002693677606400663,1.6086835925203538e-07,8.943026957085678e-09
"7 : 0.39,-0.25",3.853540105804075e-05,2.1329606666119237e-06,0.00180937689716565,0.001809376897165698,1.5139618386775073e-07,8.4621779536296e-09
"8 : 0.46,-0.03",3.85979122726766e-05,2.136463200369711e-06,0.003911844233904284,0.003911844233904302,1.6585357491750057e-07,9.258980197126789e-09
"9 : -0.12,-0.26",3.897051213569693e-05,2.1576171785175873e-06,0.0022624073720654285,0.0022624073720654003,1.862456505445412e-07,1.027077939133105e-08
"10 : 0.29,-0.34",3.856136938478959e-05,2.1344418253290484e-06,0.0017110102871966254,0.0017110102871966805,1.5990709572243562e-07,8.876504836195453e-09
"11 : 0.03,-0.39",3.875703571992267e-05,2.1455057192748056e-06,0.0015769762359127296,0.001576976235912642,1.9208668753556368e-07,1.057207748571016e-08
"12 : 0.07,0.16",3.91409135897564e-05,2.1672418764628104e-06,0.001699059328375612,0.0016990593283756664,1.5872673109316628e-07,8.79636983617772e-09
"13 : 0.43,-0.36",3.824782155924606e-05,2.1166549347721317e-06,0.0034767412184480984,0.003476741218448128,2.032513662300591e-07,1.1296599803119508e-08
"14 : -0.43,-0.3",3.8381488451443325e-05,2.1242737147459576e-06,0.0017226991234269968,0.0017226991234268825,2.692475891901181e-07,1.4873210552648495e-08
"15 : -0.41,-0.13",3.865479042575904e-05,2.1397312817950674e-06,0.0014815104698571997,0.001481510469857222,2.306114399259086e-07,1.280067784211567e-08
"16 : -0.48,0.32",3.8212629039656355e-05,2.1146364800959348e-06,0.004405434054492697,0.0044054340544926514,2.875500555679246e-07,1.5890973802698787e-08
"17 : 0.33,-0.4",3.8355179515367206e-05,2.1227484867863053e-06,0.002499737309602661,0.002499737309602507,1.866386060888163e-07,1.03482143787398e-08
"18 : 0.28,0.34",3.8610511044253964e-05,2.137264259176032e-06,0.0022557384419448962,0.0022557384419448806,2.135284721297967e-07,1.1750569946183071e-08
"19 : 0.37,-0.4",3.827730708104464e-05,2.1183316464757224e-06,0.00334557225918692,0.0033455722591869724,1.976283721457544e-07,1.0963347760657418e-08
"20 : 0.48,0.48",3.7934822179971586e-05,2.0988874699932292e-06,0.007032239314409334,0.007032239314409503,3.255644824801252e-07,1.7868809260572668e-08
"21 : 0.3,-0.03",3.893634319369822e-05,2.155667796806646e-06,0.004181303029794132,0.0041813030297940595,1.3481864506773433e-07,7.512807955397133e-09
"22 : -0.04,0.48",3.856829967626858e-05,2.1347774154781884e-06,0.0029002246283783427,0.00290022462837835,2.3161994250602228e-07,1.2774849521971633e-08
"23 : 0.28,0.1",3.8936972922485667e-05,2.15571851349479e-06,0.00356813201252315,0.0035681320125230394,1.5602519247915265e-07,8.648660642337016e-09
"24 : -0.38,0.24",3.8568611919666624e-05,2.134843771023039e-06,0.0020475722739350328,0.0020475722739349916,2.1116678665051081e-07,1.174493104914222e-08
"25 : 0.14,-0.46",3.853242263139185e-05,2.132756511813625e-06,0.002788362931925303,0.0027883629319253368,2.0030429961672934e-07,1.1039471011085057e-08
"26 : -0.36,-0.22",3.866985775788008e-05,2.140614661324217e-06,0.001982725764182558,0.001982725764182555,2.2471095133427802e-07,1.2442713371518887e-08
"27 : 0.44,-0.38",3.81695274565652e-05,2.1122072153556817e-06,0.0050785612506821665,0.005078561250682087,2.2243331844867442e-07,1.2352126476132897e-08
"28 : 0.02,-0.2",3.9095025968433815e-05,2.1646438170541436e-06,0.0025620470359778305,0.002562047035977789,1.6303251337442102e-07,8.997369560305597e-09
"29 : -0.09,-0.38",3.875497042420824e-05,2.145404332988721e-06,0.0012796418267718799,0.0012796418267718328,2.0404989281372558e-07,1.1224210369113373e-08
"30 : -0.24,-0.18",3.893478686271735e-05,2.1556043562360023e-06,0.0027570980634761422,0.0027570980634761435,1.929764380752233e-07,1.0684564625691735e-08
"31 : 0.27,-0.09",3.895627412127882e-05,2.1567949124960784e-06,0.004277501382862697,0.004277501382862717,1.3058010486652074e-07,7.278166906516609e-09
"32 : -0.04,-0.44",3.865802654439787e-05,2.1398898482546148e-06,0.001031984057019998,0.001031984057020063,2.1150992834716262e-07,1.162974126320427e-08
"33 : 0.07,0.19",3.9096628314142115e-05,2.164740575635849e-06,0.0018604972593129503,0.0018604972593128557,1.6302430652846186e-07,9.029735863467832e-09
"34 : -0.48,0.07",3.854658496069261e-05,2.1335437148706867e-06,0.0026030085128999235,0.002603008512899849,2.5185280889500163e-07,1.3982265276504055e-08
"35 : 0.12,-0.23",3.899789788006043e-05,2.159149928512835e-06,0.003431749639782232,0.003431749639781975,1.540009475535626e-07,8.508833150784289e-09
"36 : 0.11,0.02",3.919829961170239e-05,2.1704799635414612e-06,0.002137271018806432,0.0021372710188064963,1.4653009314769927e-07,8.122692711739062e-09
"37 : 0.12,-0.41",3.867198369367699e-05,2.140684050889929e-06,0.0019313910302362466,0.001931391030236239,1.8626724034552942e-07,1.0265764061975296e-08
"38 : 0.44,0.08",3.862843309932151e-05,2.138215101238662e-06,0.003522043351751984,0.0035220433517518545,1.7748964118556867e-07,9.854874614812723e-09
"39 : 0.18,0.43",3.856665104139035e-05,2.134743737063023e-06,0.002572095005939953,0.002572095005939939,2.3237063101950965e-07,1.2778722728397862e-08
"40 : -0.14,-0.18",3.9057222436482186e-05,2.1625194078353386e-06,0.002372351161050944,0.0023723511610509148,1.7996273389563265e-07,9.948024237727298e-09
"41 : -0.06,0.17",3.912861043746361e-05,2.1665402079939616e-06,0.0027775913227553175,0.0027775913227553605,1.6162958575273147e-07,8.985007768384757e-09
"42 : 0.2,-0.37",3.865917743455813e-05,2.139973028680117e-06,0.002237106946181908,0.002237106946181862,1.692224119332207e-07,9.352840182775027e-09
