err_PINNs,err,times,mesh,assemble,solve
0.010180521486533584,0.001010850227041971,1.607365369796753,0.00032258033752441406,1.6017570495605469,0.005285739898681641
0.022935953942484783,0.0009501702663175242,1.615494728088379,0.00032258033752441406,1.60988187789917,0.00529026985168457
0.02442690500886729,0.0009150855321719965,1.609304666519165,0.00032258033752441406,1.6028168201446533,0.006165266036987305
0.035214035230339426,0.001266231917625413,1.6207661628723145,0.00032258033752441406,1.6147706508636475,0.005672931671142578
0.02493241762326584,0.0011599464125722455,1.6168153285980225,0.00032258033752441406,1.6111605167388916,0.005332231521606445
0.027979909075895523,0.0011166893283951795,1.6226310729980469,0.00032258033752441406,1.6159379482269287,0.00637054443359375
0.026228636608552965,0.0016786769201954758,1.6115086078643799,0.00032258033752441406,1.6052708625793457,0.005915164947509766
0.01466441981091442,0.001089121840366006,1.6273720264434814,0.00032258033752441406,1.621476411819458,0.0055730342864990234
0.028834254701447567,0.001764344846934501,1.6069018840789795,0.00032258033752441406,1.6011407375335693,0.005438566207885742
0.02448704970527429,0.0009945907743053961,1.6059887409210205,0.00032258033752441406,1.6002707481384277,0.005395412445068359
