nb_vert,h,err
16,0.29619219587722484,0.006195103897231984
32,0.1433188044567221,0.0007242778196830058
64,0.07052195139934005,8.7885406857017e-05
128,0.03498333022172013,1.078847655411021e-05
256,0.017423070345719664,1.3347884706961211e-06
