h,P1,P2,P3
0.493653659795374,0.1201773515957352,0.0577085622694364,0.0137547867992771
0.3173487812970267,0.0872566038437324,0.0157214406198064,0.0033987896939246
0.2338359441135988,0.0596985449665027,0.0063850705580601,0.0009182104701063
0.1851201224232656,0.0417982174306542,0.0031973663946989,0.0003568862809692
0.153202859936496,0.0304136031977908,0.0018233022356093,0.0001642662328403
