method,FEM,Corr,Corr,Mult3,Mult3,Mult100,Mult100
type,error,error,facteurs,error,facteurs,error,facteurs
16,7.26e-02,5.16e-04,141,4.60e-04,158,5.12e-04,142
32,1.73e-02,1.19e-04,146,1.10e-04,157,1.18e-04,147
64,4.22e-03,2.90e-05,145,2.74e-05,154,2.88e-05,146
128,1.04e-03,7.18e-06,145,6.79e-06,153,7.13e-06,146
256,2.58e-04,1.78e-06,145,1.69e-06,153,1.77e-06,145
