nb_vert,h,err
16,0.06666666666666676,0.0004602926589853065
32,0.032258064516129115,0.00011042530626539862
64,0.015873015873015928,2.736237732729956e-05
128,0.007874015748031593,6.788512920108917e-06
256,0.0039215686274510775,1.6875751436595448e-06
