method,FEM,FEM,PINNs,PINNs,Corr,Corr
n_vert,20,40,20,40,20,40
h,0.13,0.07,0.13,0.07,0.13,0.07
"0 : 0.05,0.07",9.020166280060918e-07,5.999763044332192e-08,0.000496699986656627,0.0004991456074640454,3.176313180188667e-08,2.3324509435789774e-09
"1 : 0.22,-0.06",9.235345427362865e-07,6.096069340609764e-08,0.00045167107100171097,0.00045387912792325795,2.925978280029702e-08,2.1836521366004333e-09
"2 : 0.1,0.49",9.483138229955354e-07,6.512643299530285e-08,0.0017337422274598447,0.0017419462757991137,4.372441340918222e-08,3.0366984360021283e-09
"3 : 0.04,-0.4",9.458277835932104e-07,6.2828836303222e-08,0.00040656056584590587,0.0004085123522771693,4.214084153571887e-08,3.1825516682238936e-09
"4 : -0.08,-0.29",9.172026190871143e-07,6.117633672742452e-08,0.000267642379016917,0.00026894187400951567,3.8775808402585344e-08,2.905448893625735e-09
"5 : 0.15,-0.34",9.468967481809673e-07,6.251341737909141e-08,0.00022494375737858898,0.00022602813480628717,3.9070109780985074e-08,2.9805157881740902e-09
"6 : -0.06,0.15",9.026319597415549e-07,6.034003383628907e-08,0.0004917662489252613,0.0004941794392602929,3.7372303738498016e-08,2.787610489659718e-09
"7 : 0.39,-0.25",9.810706256601913e-07,6.429513446498501e-08,0.0005612019513572431,0.0005638730692392728,4.114206668586196e-08,3.2238501828602456e-09
"8 : 0.46,-0.03",9.761413726862888e-07,6.45704408087909e-08,0.0006270094233277449,0.0006299928849314545,3.769329146911121e-08,2.9146818640301477e-09
"9 : -0.12,-0.26",9.110056380076825e-07,6.087192523095224e-08,0.0003962400554379636,0.0003981676003510414,3.905847167420261e-08,2.9276660101151463e-09
"10 : 0.29,-0.34",9.741164223942826e-07,6.397589575046471e-08,0.0003829341254978471,0.000384760619859171,4.2449067575101434e-08,3.2969414409039465e-09
"11 : 0.03,-0.39",9.424128844166276e-07,6.263861869527515e-08,0.00037032404777774324,0.0003721041242662041,4.16537619031583e-08,3.1411021001783998e-09
"12 : 0.07,0.16",9.065061019734844e-07,6.052395517385977e-08,0.0003364256817847331,0.00033807609016912903,3.222215415173453e-08,2.34214408193824e-09
"13 : 0.43,-0.36",1.0113149895505337e-06,6.624347401287178e-08,0.000638643852640919,0.0006416370979213029,5.0080932679552724e-08,3.936961544811107e-09
"14 : -0.43,-0.3",9.333600832679671e-07,6.398681082153845e-08,0.0008042702898173818,0.0008080604637282014,5.418175134959216e-08,4.079851864771728e-09
"15 : -0.41,-0.13",9.187364529780153e-07,6.269031465720936e-08,0.0009939529566833024,0.000998703045707193,5.2455116915371016e-08,4.021905256329594e-09
"16 : -0.48,0.32",9.777488259177631e-07,6.686055275379783e-08,0.0005183079110131632,0.0005207288582786323,6.213860926872443e-08,4.8915375745832775e-09
"17 : 0.33,-0.4",9.965507252499035e-07,6.544769835918478e-08,0.0005271350194210603,0.0005296207501588019,4.8467022237072856e-08,3.776848171429496e-09
