N,P1,P2,P3
16,0.552144306671524,0.0836583907615666,0.0146971039073122
32,0.1836365330321609,0.0097733075769895,0.000778120103084
64,0.0484841587336886,0.0011827782715671,4.36309492995589e-05
128,0.0121852091501335,0.0001450746334599,2.603688673407432e-06
256,0.0030381831159738,1.794420587567002e-05,1.5955634661581997e-07
