nb_vert,h,err
16,0.29619219587722484,0.05970842253472664
32,0.1433188044567221,0.01443328244246186
64,0.07052195139934005,0.003520965915195015
128,0.03498333022172013,0.0008680038852315593
256,0.017423070345719664,0.000215398090334786
