nb_vert,h,err
10,0.49365365979537407,9.900167500571423e-05
15,0.31734878129702676,1.6377315601792766e-05
20,0.23383594411359887,4.741855311033513e-06
25,0.18512012242326567,1.8445824966608391e-06
30,0.15320285993649607,8.603361205438698e-07
