method,Corr,Corr
n_vert,20,40
h,0.05,0.03
0,0.00036604694108860583,9.175164327088974e-05
1,0.0003434027124607606,8.741519509550761e-05
2,0.0010948752965876487,0.00025612423704723676
3,0.0002416650331615588,5.796956159089427e-05
4,0.00021580693393817018,5.4284366846285944e-05
5,0.0009061781364467168,0.00022243717626000353
6,0.002257386722503877,0.0005300233043135532
7,0.00034216383960063526,8.754910148954389e-05
8,0.0004903047835873261,0.00011934003804699525
9,0.0002496508039284407,6.433972278245675e-05
10,0.00020421330227515707,4.763923609750089e-05
11,0.0006431684767741403,0.00015614582618590217
12,0.0003436337009794749,9.448043691840725e-05
13,0.00039209703725155074,9.594158688568135e-05
14,0.0005559425379258675,0.0001344996398328261
15,0.000477896669608317,0.00012011806546365017
16,0.0005928880599383534,0.0001445505063019054
17,0.0002616498932199603,6.60162326744323e-05
18,0.00045445240586602004,0.0001141076861313267
19,0.0003784055687575071,9.167664616320586e-05
20,0.00048379230562440575,0.000122607835007671
21,0.000506571271939817,0.00013313312100895894
22,0.0004382182518199254,0.00010938053897055147
23,0.000680852970707988,0.00017179634277041307
24,0.0002724644221503753,7.316978097508994e-05
25,0.0012068690548415239,0.00030731240013562306
26,0.0006502852214765257,0.00016180834659354956
27,0.0005520653904195144,0.00013489669214267105
28,0.00060222829925507,0.00014653068440484223
29,0.0004880527804171407,0.000127144504291957
30,0.00047107240895634677,0.00011356749712025763
31,0.000392708178051872,9.654854704726538e-05
32,0.0005808813184578504,0.00014060351334728663
33,0.0005752252298838553,0.00014268182792565154
34,0.000340348412596602,8.404082087248093e-05
35,0.00032388382290003567,8.093568746679227e-05
36,0.0003720942140319226,9.448579097728434e-05
37,0.0002036212017388793,5.058197986237579e-05
38,0.00032416428573777095,8.372733023288561e-05
39,0.00033652914835803367,8.600951932317798e-05
40,0.00028047537194627654,7.8135551733237e-05
41,0.0002826368918674881,7.08881388275279e-05
42,0.0005787679532793669,0.00014895746528876123
43,0.00033329316092665565,7.893047824511985e-05
44,0.0004488352168141122,0.00011357349614269827
45,0.00035197181246736733,9.11677312068632e-05
46,0.0003259270817758217,9.20294372086156e-05
47,0.0002932206146722259,8.934658910903508e-05
48,0.0002033909001202983,5.026891952389074e-05
49,0.0017832988521919889,0.00041945980552499015
50,0.000282109851919392,7.076276649063065e-05
51,0.0004091942596109163,0.00010017033185724485
52,0.00014255793924082826,3.5217479847876947e-05
53,0.0003362305680942629,8.667623657099998e-05
54,0.0019845958315724103,0.0004655093059574251
55,0.0004974389605769082,0.00012196612072905433
56,0.0004321753797656759,0.00010532678250717773
57,0.004137933499536463,0.0010395446247116564
58,0.0003039641074123261,7.505045887177735e-05
59,0.0004621844260593423,0.0001120434033010554
60,0.00033309775483691625,8.14898212132489e-05
61,0.0003649828492286247,9.256255249539618e-05
62,0.0003779155987034204,0.00010231827321615955
63,0.0004983882118336097,0.00012211998350701036
64,0.0004032850613284451,0.00010677164199193834
65,0.0006364752594415481,0.0001544789597612199
66,0.0005003190945826697,0.0001269486853776261
67,0.00034531183720672056,8.51016651926871e-05
68,0.0010395344923411112,0.00025564868026057224
69,0.0003361174732434341,0.0001006396838313698
70,0.00042762777851940257,0.00010948684699543713
71,0.0005610717921678088,0.00013778103111205045
72,0.0005527602614967162,0.00013496105335496556
73,0.00028210231141046475,7.426120433128426e-05
74,0.0003874734073271443,9.323371564071923e-05
75,0.00020380827738076564,5.419403750908013e-05
76,0.00019744108495984262,5.307739614010752e-05
77,0.0006752645406753458,0.000176990280996332
78,0.0004463258965681537,0.00010825001639478892
79,0.0006083640861001021,0.00014839744125091432
80,0.0003847752163731614,9.543111962243286e-05
81,0.0003122930583058962,7.754869293349098e-05
82,0.0006430614457308962,0.00015955108401024488
83,0.0003257263248872672,9.40573731250432e-05
84,0.0006821986340489398,0.00016250580535084557
85,0.00041679024781004955,0.00010469366530039122
86,0.00029747709880718247,7.380380844446628e-05
87,0.0010091374802195948,0.00024676285031916277
88,0.00031064990973694515,7.42019758195336e-05
89,0.0005476992588345668,0.0001334953519613566
90,0.00024233323032800627,6.552037459641828e-05
91,0.00041532381688940507,0.00010828188848869801
92,0.00022678527094133812,6.107876269002538e-05
93,0.00034060375225425046,8.661857357156744e-05
94,0.00047348648786103766,0.00011567986271258552
95,0.0005898060315469199,0.00014863132412749376
96,0.00025763808555443824,6.095191986333328e-05
97,0.00035020984723738066,8.632988128845749e-05
98,0.0006572515361960051,0.00016777563383873177
99,0.0032395995308086745,0.000763494036535603
