method,PINNs,PINNs
n_vert,20,40
h,0.05,0.03
0,0.047004317106832734,0.047004317106827925
1,0.0473680173021979,0.047368017302200124
2,0.0854379862462632,0.08543798624627441
3,0.013874187712044636,0.013874187712038822
4,0.01199924923720573,0.011999249237207025
5,0.06942792012517698,0.069427920125152
6,0.17000841712286108,0.17000841712286466
7,0.043941656350858505,0.04394165635085194
8,0.031163875048626576,0.031163875048627478
9,0.015920982582760305,0.015920982582759056
10,0.018441676627401985,0.018441676627404143
11,0.10657054772959004,0.10657054772959465
12,0.052315312702406386,0.05231531270240979
13,0.017294706857794228,0.017294706857801326
14,0.09509813965344197,0.0950981396534437
15,0.017304515868978135,0.017304515868981938
16,0.05469138906791469,0.054691389067917866
17,0.0268362510086473,0.02683625100864987
18,0.02599805182651365,0.025998051826521117
19,0.03791973503227022,0.03791973503227176
20,0.016840434105813533,0.016840434105809272
21,0.044556913075302546,0.04455691307530411
22,0.07547630350397282,0.07547630350397044
23,0.09739731788418499,0.09739731788418739
24,0.02171748508839548,0.021717485088389537
25,0.14359550847548636,0.14359550847548777
26,0.03119332270621932,0.031193322706227263
27,0.06155438169030528,0.06155438169031066
28,0.03166003956608738,0.03166003956609497
29,0.04919872420272746,0.0491987242027245
30,0.01703767608519504,0.017037676085196653
31,0.006630611261367254,0.006630611261378392
32,0.09069645501646294,0.09069645501646176
33,0.0676842652653476,0.06768426526534792
34,0.017764775854971444,0.017764775854977974
35,0.04545583658888063,0.045455836588876794
36,0.06163086588043234,0.06163086588043509
37,0.008408913563142807,0.008408913563141317
38,0.029450304673208173,0.02945030467320091
39,0.027745060495528336,0.027745060495523523
40,0.03920737641760778,0.03920737641760856
41,0.033174758401619105,0.033174758401618966
42,0.03336231551104321,0.033362315511044544
43,0.018288028469928743,0.01828802846993097
44,0.04241383109863863,0.04241383109864179
45,0.058257687439230016,0.05825768743922609
46,0.05345865388548342,0.05345865388547861
47,0.07240091298114111,0.07240091298114017
48,0.010474629996401802,0.010474629996400983
49,0.13896165755438655,0.1389616575543875
50,0.0627715714327666,0.06277157143276803
51,0.037969294982879695,0.03796929498288501
52,0.007456414610605364,0.007456414610599736
53,0.04436217900807301,0.04436217900807586
54,0.14932312828429758,0.1493231282843028
55,0.12653802158669128,0.12653802158669297
56,0.06028476704026888,0.06028476704027071
57,0.2863342110280159,0.28633421102801687
58,0.04723443296705744,0.04723443296706056
59,0.02885513141309269,0.02885513141309152
60,0.01218249777221369,0.01218249777222316
61,0.03869099965309957,0.038690999653097816
62,0.06952854381301439,0.0695285438130104
63,0.05490654064535592,0.0549065406453599
64,0.040409041375786034,0.0404090413757875
65,0.03306560143130888,0.03306560143131689
66,0.017062088843404558,0.01706208884340981
67,0.012857198352364771,0.012857198352368914
68,0.0571108147995814,0.05711081479956166
69,0.07396696263314487,0.0739669626331414
70,0.0636750417324071,0.06367504173240485
71,0.06532884148522304,0.0653288414852185
72,0.055197686545715954,0.05519768654571915
73,0.03368301823838055,0.03368301823838576
74,0.03162052550959411,0.03162052550959507
75,0.02209779868095781,0.022097798680958656
76,0.020992867064479226,0.02099286706448088
77,0.02268039626208613,0.022680396262086438
78,0.03826984989624571,0.03826984989624828
79,0.04026718279967933,0.04026718279968852
80,0.09775369312696776,0.09775369312696962
81,0.04112496440592202,0.04112496440592416
82,0.037521154249316346,0.03752115424931585
83,0.05368533673840221,0.05368533673840251
84,0.05514942640587285,0.055149426405885535
85,0.013160979739470915,0.01316097973948599
86,0.048106768504463486,0.04810676850446452
87,0.07783918935802611,0.07783918935800602
88,0.0071728403531030474,0.007172840353103225
89,0.08590580742276868,0.0859058074227715
90,0.026431843914908985,0.026431843914910536
91,0.042411490175977694,0.04241149017597421
92,0.012519917752253832,0.012519917752249712
93,0.020716160643870943,0.020716160643861253
94,0.08822807073507284,0.08822807073507621
95,0.08383519372406166,0.0838351937240624
96,0.019792649694795397,0.01979264969479396
97,0.060719565155489846,0.060719565155491304
98,0.06259616104401881,0.0625961610440199
99,0.24470110360119285,0.24470110360118844
