method,Mult,Mult
n_vert,20,40
h,0.05,0.03
0,0.0007603626330010726,0.00018351791201155762
1,0.0007551141626192095,0.00019149529043620958
2,0.0028364280430986776,0.0007545754248644785
3,0.000355650041014416,8.343626267058276e-05
4,0.00021567963488105466,5.460881777872383e-05
5,0.0016662820612301035,0.0004093372404892467
6,0.00602623090757559,0.0016192921459672808
7,0.0006932108081099355,0.00017136930833504594
8,0.0006410631524813911,0.00015487380645024367
9,0.00018821724238094137,4.803804138269679e-05
10,0.0002562131808154905,6.089761168374951e-05
11,0.001613076772192166,0.00039085227840657635
12,0.001112025242597032,0.00029360616431360105
13,0.0004062339147552007,0.00010110224338707759
14,0.0015403182006745255,0.0003729667935034494
15,0.0004782138973978291,0.00011978790304495702
16,0.0009224644269505234,0.00023150388565646828
17,0.00023876448626536438,6.101143224949885e-05
18,0.0005730700704417053,0.00014548645590635814
19,0.00042041038698580887,0.00010352894432051866
20,0.0005852339467664735,0.0001469510750233278
21,0.0005099760953665427,0.00013638283898124762
22,0.0017272595184748645,0.00042213504783834176
23,0.0008273561915978443,0.00020234616435462505
24,0.0004189759093627833,0.00010828018798912545
25,0.0013583486421334648,0.0003438826093274382
26,0.0007256560520155309,0.0001819427601942217
27,0.001056235691920147,0.0002564247554354347
28,0.0006572622539304201,0.00016337960194041422
29,0.0009978479388314165,0.000249465866469227
30,0.0004725596891119333,0.0001141763925721652
31,0.0003998899020152182,9.824663173113548e-05
32,0.0018158198488287729,0.0004410426611189686
33,0.0010010953181134896,0.00024289069850915403
34,0.0004347643507220723,0.00010768815471762848
35,0.0006623692937887498,0.0001628016151021112
36,0.0005548615781312778,0.00013535289173721802
37,0.00028883633170729905,7.101714528593363e-05
38,0.000513845502885692,0.00012900442047340804
39,0.0005450058236073848,0.0001280849276580379
40,0.0008506176196763533,0.0002240726496110506
41,0.0005064617690916763,0.0001282275262238459
42,0.0007625831533808192,0.00019232960834449225
43,0.00033290269072497303,8.282081940521623e-05
44,0.0006371827801933957,0.00016249356311522718
45,0.0008825649699255003,0.0002177208954701829
46,0.0008730488863286587,0.00022184027978861508
47,0.0012335500217264808,0.00031537063557942837
48,0.00027982101179333685,6.849801366757077e-05
49,0.0046986633581846795,0.0012563155390134118
50,0.0007074330690986155,0.0001708950008565823
51,0.0009015315185344771,0.0002165069388752912
52,0.0001810073494679434,4.463616974077652e-05
53,0.0005498104638639735,0.00013494479518314946
54,0.005261933797729054,0.0014138496322249241
55,0.0010682460896994698,0.00025850290691933284
56,0.0007810688221686307,0.0001887458614195573
57,0.004312895903255393,0.0010785670129582559
58,0.0004003511725115103,9.667162832142746e-05
59,0.0003835258477502329,9.297540783586653e-05
60,0.0003972921126723369,0.0001023401213007328
61,0.00047449492367755653,0.00011405039514938447
62,0.0011029918703796436,0.00027326031487827677
63,0.0006359870912718396,0.000156440304755379
64,0.0006178194977139907,0.00015181228865380957
65,0.0007397199569412407,0.00018067015436800616
66,0.0004660707545821534,0.00011722921604116766
67,0.00036454014077554053,8.99984236573661e-05
68,0.001557081880211209,0.0003828320371296964
69,0.001251956893000171,0.00031679296801388914
70,0.0010458099992488549,0.00025491150157847556
71,0.0012201201893082508,0.00029700857816616525
72,0.0009284011512583102,0.00023348367698893552
73,0.0007340851910135252,0.00019377988778980195
74,0.0005952901870660912,0.00014350181253127366
75,0.00028784457207045155,7.181444564786433e-05
76,0.0002985631063325655,7.47048490068106e-05
77,0.0007172263123582233,0.00018492286437912518
78,0.0005471135266804882,0.00013602219244236333
79,0.000776559842542533,0.00019531254622011512
80,0.0011439490950626147,0.0002764984095034559
81,0.0005764371563748348,0.0001400398040900658
82,0.0006833611298582885,0.0001689262929628643
83,0.0009748214938666534,0.00025533194587270603
84,0.0017734761928221265,0.0004783384120209291
85,0.0004756568204770564,0.00012189939896757335
86,0.000256001490838907,6.18528270420069e-05
87,0.0018943592731204557,0.0004649893588958732
88,0.00036434406424163264,8.85041072392839e-05
89,0.0010971030729195882,0.00026575538189011643
90,0.00031835501658361814,8.19328078274292e-05
91,0.001209099762559014,0.000301048537433326
92,0.00030791323663336676,7.835893783445567e-05
93,0.0006946067510167497,0.00017252920981322356
94,0.0007605078152046844,0.00018429605302349353
95,0.0007272608249205564,0.00017762148629998543
96,0.00020594766869782953,5.10082869682822e-05
97,0.0007833324396529268,0.00018914555016850526
98,0.0007217537272586696,0.00018210361333678728
99,0.008956212368371014,0.002407942162001446
