method,FEM,FEM
n_vert,20,40
h,0.23,0.11
0,0.0009870223178707626,0.00011477601331631688
1,0.000983568473017876,0.00011437219322140368
2,0.0009712737975993206,0.00011293196089516604
3,0.000976151387030827,0.00011350404179543574
4,0.000980646917927977,0.00011403001732566833
5,0.0009772365979418087,0.00011363165042988749
6,0.0009853552180095612,0.00011458116399093725
7,0.000971706574881352,0.00011298491518264854
8,0.0009730999468467442,0.000113146469559956
9,0.0009814116497371883,0.00011411947795825671
10,0.0009722849168300908,0.00011305279825304704
11,0.0009766521195326797,0.00011356260707946616
12,0.0009852476366201996,0.00011456839010584043
13,0.0009652818210194854,0.00011223334153148932
14,0.000968200935188265,0.00011257231365815223
15,0.0009743369900292169,0.00011329104264162573
16,0.0009645006177098363,0.00011214155172926233
17,0.0009676790213249144,0.00011251387458941028
18,0.000973320255237083,0.0001131721128488455
19,0.0009659394959398113,0.00011231036138779693
20,0.0009582651390197185,0.00011140751918165939
21,0.000980665340012425,0.00011403244024449271
22,0.0009724401803826888,0.00011306916351669607
23,0.0009806602809894211,0.0001140315457093667
24,0.0009724484914974459,0.00011307172300210276
25,0.0009716448226581156,0.0001129767850978026
26,0.0009746561458026107,0.00011332851871588484
27,0.0009635340926448106,0.00011202876659021064
28,0.000984224063814778,0.00011444879230196251
29,0.0009765864187734918,0.00011355457852978367
30,0.0009806025351926325,0.000114024745376988
31,0.0009811168698444232,0.00011408546223310597
32,0.0009744287239635717,0.00011330187105959294
33,0.0009842512524365992,0.00011445181802531827
34,0.000971958655885416,0.00011301291681889826
35,0.0009820516792358447,0.00011419491307571573
36,0.0009865422108671004,0.00011471987222035948
37,0.0009747588204501943,0.00011334139169982062
38,0.0009737613311003054,0.00011322359909870205
39,0.0009723566648052927,0.00011305904290221775
40,0.0009833592319205974,0.00011434738477669139
41,0.0009849813004666613,0.00011453743789799126
42,0.0009744728092039696,0.00011330844108717726
43,0.0009704841943891789,0.0001128415369120085
44,0.0009817232580504958,0.00011415659656128004
45,0.0009775589824767893,0.00011366949190013424
46,0.0009804887305095958,0.00011401196962437434
47,0.000962973865081482,0.0001119596367222012
48,0.0009766364106402051,0.0001135615960065656
49,0.0009703355284552402,0.00011282196649971102
