err,times,mesh,assemble,solve
0.0005497614454675423,77.56224822998047,0.0032846927642822266,77.12959599494934,0.4293675422668457
0.0005519023536922187,77.73453664779663,0.0032846927642822266,77.24571132659912,0.48554062843322754
0.0005536750379880481,77.82976746559143,0.0032846927642822266,77.3265061378479,0.49997663497924805
0.0005453491929213835,78.03740310668945,0.0032846927642822266,77.48611164093018,0.5480067729949951
0.0005449637993124203,78.32856893539429,0.0032846927642822266,77.7910943031311,0.5341899394989014
0.0005449861405231112,78.282799243927,0.0032846927642822266,77.84173321723938,0.43778133392333984
0.000543239333738502,78.63757061958313,0.0032846927642822266,78.2735664844513,0.3607194423675537
0.000540505750345157,77.7650842666626,0.0032846927642822266,77.4247932434082,0.3370063304901123
0.0005395857053596736,78.29828691482544,0.0032846927642822266,77.8618311882019,0.43317103385925293
0.0005468401815872851,79.79575872421265,0.0032846927642822266,79.36251878738403,0.42995524406433105
