method,PINNs,PINNs
n_vert,20,40
h,0.07,0.04
0,0.013548286112681855,0.013548286304776157
1,0.029416370890759054,0.02941639063526848
2,0.024834739747721844,0.024834740864237082
3,0.025472892061090303,0.02547289510494575
