nb_vert,h,err
8,0.20203050891044222,0.01641199200057759
16,0.09428090415820647,0.001902509564628878
32,0.045619792334616084,0.00020911591889381974
64,0.02244783432338254,2.450705886966233e-05
128,0.01113553986120561,2.987218031229912e-06
