h,P1,P2,P3
0.2020305089104422,0.1347969564098094,0.0164119920005775,0.003836000196249
0.0942809041582064,0.0375788814070793,0.0019025095646288,0.0001919442175243
0.045619792334616,0.0097683136282322,0.0002091159188938,1.00690563130193e-05
0.0224478343233825,0.0024369697129235,2.450705886966233e-05,5.768090898422286e-07
0.0111355398612056,0.000604305276446,2.987218031229912e-06,2.4496107745057e-07
