h,P1,P2,P3
0.2020305089104422,0.1227179248639942,0.0176658812781036,0.0061380097103783
0.0942809041582064,0.0328410571096061,0.0024679356219913,0.0003072143832489
0.045619792334616,0.0085076952324779,0.0002829871452046,1.817019733794478e-05
0.0224478343233825,0.0021162509430986,3.412671878892495e-05,1.348372778312782e-06
0.0111355398612056,0.0005243344637206,4.230260646187942e-06,3.930149467038431e-07
