nb_vert,h,err
16,0.16663035129479017,0.00011665676217794951
32,0.08691933730437637,3.2864341722007674e-05
64,0.04347038548979546,8.30279538228557e-06
128,0.02197797091453632,2.1154054281585734e-06
256,0.010988924822874708,5.302602723981752e-07
