nb_vert,h,err
16,0.16663035129479017,0.010429197937481587
32,0.08691933730437637,0.0029170777932888466
64,0.04347038548979546,0.000724929560611245
128,0.02197797091453632,0.0001852751642907899
256,0.010988924822874708,4.630591819757293e-05
