nb_vert,h,err
16,0.16663035129479017,0.00011704875295827805
32,0.08691933730437637,3.3023287351677757e-05
64,0.04347038548979546,8.322483063269384e-06
128,0.02197797091453632,2.1180937434001074e-06
256,0.010988924822874708,5.306193155976212e-07
