facteurs,FEM/PINNs,FEM/PINNs,PINNs/Corr,PINNs/Corr,FEM/Corr,FEM/Corr
n_vert,20,40,20,40,20,40
h,0.13,0.07,0.13,0.07,0.13,0.07
"0 : 0.05,0.07",0.0018160190300743127,0.00012020065797662796,15637.626344739847,214000.47398130593,28.398227027238974,25.722997779863224
"1 : 0.22,-0.06",0.0020447059863455104,0.00013431041362273194,15436.583179186347,207853.21998670945,31.56327403520274,27.91685194923164
"2 : 0.1,0.49",0.0005469750969755966,3.738716509234836e-05,39651.58345831016,573631.6307036465,21.688428707345164,21.446460479310236
"3 : 0.04,-0.4",0.0023264129948886805,0.00015379911024231065,9647.661295546324,128360.0063294967,22.44444460824353,19.74165476417396
"4 : -0.08,-0.29",0.0034269708050575216,0.00022747047834306377,6902.303009086257,92564.65484543449,23.653990899799282,21.055726315351578
"5 : 0.15,-0.34",0.004209482224426899,0.00027657361077047896,5757.438580018177,75835.24157231709,24.235835360816157,20.974026585307268
"6 : -0.06,0.15",0.0018354898525757449,0.00012210146566722483,13158.574659091253,177277.07694220118,24.152430261122337,21.64579092384415
"7 : 0.39,-0.25",0.0017481596834927492,0.00011402412701093575,13640.587276333745,174906.72247647584,23.845924735650822,19.94358633872417
"8 : 0.46,-0.03",0.0015568208967348305,0.00010249392073025777,16634.50972015975,216144.64779369082,25.896952339283352,22.15351239723603
"9 : -0.12,-0.26",0.0022991255566041885,0.0001528801569421645,10144.791602270314,136001.71569276144,23.324149639203235,20.791963639513007
"10 : 0.29,-0.34",0.002543822442379216,0.00016627454174983133,9021.025604870005,116702.29112521888,22.947887386945858,19.40461997800118
"11 : 0.03,-0.39",0.0025448330727423727,0.0001683362656052244,8890.530671364506,118462.91919166535,22.624916486718845,19.94160542941841
"12 : 0.07,0.16",0.0026945211113624957,0.0001790246543125292,10440.81907747385,144344.7022650094,28.133007424169588,25.841260424838257
"13 : 0.43,-0.36",0.0015835351508803313,0.00010324134035809222,12752.23560086906,162977.74073180294,20.19361332628372,16.826040401684978
"14 : -0.43,-0.3",0.0011605054856370443,7.918567198092865e-05,14843.93305465634,198061.22636597572,17.22646573835773,15.683611303156608
"15 : -0.41,-0.13",0.0009243258916837722,6.277172671764271e-05,18948.63676096474,248315.90553642553,17.514715570270635,15.58721816197649
"16 : -0.48,0.32",0.001886424662140516,0.00012839801691578613,8341.157246884792,106455.0461565236,15.73496474131556,13.66861681717611
"17 : 0.33,-0.4",0.0018905037391452216,0.00012357464910421446,10876.15857319681,140228.23426294792,20.561418450164926,17.328654843547373
"18 : 0.28,0.34",0.0010299398848914064,6.983798095500675e-05,26524.017185308527,386093.7232417665,27.318143206694348,26.964006090606134
"19 : 0.37,-0.4",0.001743225317461027,0.00011384552413002804,11485.322208511976,147590.80163718268,20.021504453075472,16.802552169156062
"20 : 0.48,0.48",0.0005791952526197118,4.04549415562063e-05,36872.045751628386,530477.806824552,21.35611385371998,21.46044867195175
