nb_vert,h,err
16,0.29619219587722484,0.059708422534726094
32,0.1433188044567221,0.014433282442461337
64,0.07052195139934005,0.003520965915194476
128,0.03498333022172013,0.0008680038852310186
256,0.017423070345719664,0.00021539809033425697
