N,P1,P2,P3
16,0.0594733176260241,0.0019908966350139,0.000101709265215
32,0.0143756503719788,0.00022748602443,5.437202924408878e-06
64,0.0035068637053694,2.7164147797055857e-05,3.163770284768038e-07
128,0.000864524826474,3.317808584908787e-06,1.9115845810354463e-08
256,0.0002145345971558,4.0992343329522483e-07,1.1757608367970503e-09
