h,P1,P2,P3
0.2961921958772248,0.059708422534726,0.0019971584404278,0.0001020673145847
0.1433188044567221,0.0144332824424613,0.0002282091324634,5.456713906652962e-06
0.07052195139934,0.0035209659151944,2.7250651908484316e-05,3.175301029914067e-07
0.0349833302217201,0.000868003885231,3.328377539195104e-06,1.9186107498829917e-08
0.0174230703457196,0.0002153980903342,4.112293361084007e-07,1.1800894104673507e-09
