N,P1,P2,P3
16,0.0104060589079047,0.0004216500522793,2.4843414737870795e-05
32,0.0025443281503007,4.827175033953241e-05,1.3215304123047554e-06
64,0.0006223728294206,5.76761964824456e-06,7.67478905601599e-08
128,0.0001535312065247,7.045647686335913e-07,4.634840071831725e-09
256,3.8105436431909846e-05,8.705433726721483e-08,3.646650175851512e-10
