h,P1,P2,P3
0.1571348402636773,0.0377498016498588,0.007690249771917,0.0014781441141465
0.1010152544552211,0.0216685700929011,0.0021413348832433,0.0003015670992101
0.0744322927564787,0.0134821527377632,0.0008485600234737,9.077414753578203e-05
0.058925565098879,0.0090696985773862,0.0004170919408387,3.5078686139227194e-05
0.0487659849094171,0.0064754799366528,0.000233993544609,1.6186865264829222e-05
