h,P1,P2,P3
0.0942809041582064,0.0328410571096981,0.002467935621999,0.0003072143832487
0.045619792334616,0.0085076952325677,0.0002829871452085,1.8170197338023117e-05
0.0224478343233825,0.0021162509431878,3.4126718790791805e-05,1.3483727783236178e-06
0.0111355398612056,0.0005243344638097,4.230260647125663e-06,3.930149466996878e-07
0.0055459355387181,0.0001302800189785,5.368619163810004e-07,7.361581932621144e-08
