N,P1,P2,P3
16,0.0296165268379484,0.0021051570210599,0.0002572767662004
32,0.0076210643223603,0.0002439219741922,1.5196757776236308e-05
64,0.0018916015938625,2.946339948284798e-05,1.2221463633640326e-06
128,0.0004683880185905,3.6488461798391056e-06,1.8006250171975373e-07
256,0.0001163613801526,4.643647558243897e-07,3.3996976386446655e-08
