nb_vert,h,err
16,0.09428090415820647,0.0021051570210599475
32,0.045619792334616084,0.00024392197419224876
64,0.02244783432338254,2.946339948284798e-05
128,0.01113553986120561,3.6488461798391056e-06
256,0.005545935538718157,4.643647558243897e-07
