nb_vert,h,err
16,0.09428090415820647,0.00019194699718430388
32,0.045619792334616084,1.007113160177295e-05
64,0.02244783432338254,2.009317309673764e-06
128,0.01113553986120561,3.717641390543995e-07
256,0.005545935538718157,2.40510258872778e-07
