nb_vert,h,err
16,0.09428090415820647,0.0019025095646420973
32,0.045619792334616084,0.00020911591889994014
64,0.02244783432338254,2.4507058872824148e-05
128,0.01113553986120561,2.9872180327019368e-06
256,0.005545935538718157,3.7022986005516426e-07
