N,P1,P2,P3
16,0.0195601985890034,0.0017072309130862,0.0002342807852179
32,0.0057128497011452,0.00019013060515,1.2261154127620926e-05
64,0.0014806845311298,2.2046356783046512e-05,6.924472296359479e-07
128,0.0003709556286257,2.666761135994864e-06,4.1518961613507314e-08
256,9.242865714564856e-05,3.286408714388558e-07,2.5792662630138204e-09
