nb_vert,h,err
16,0.16663035129479017,0.008416137489372862
32,0.08691933730437637,0.002358998489654732
64,0.04347038548979546,0.0005959029985649636
128,0.02197797091453632,0.0001678151134570356
256,0.010988924822874708,5.758436837426031e-05
