nb_vert,h,err,times,mesh,assemble,solve,get_u_PINNs
10,0.49365365979537407,0.0005682948091412599,0.3889644145965576,7.772445678710938e-05,0.3575010299682617,0.0004439353942871094,0.03094172477722168
15,0.31734878129702676,0.00025954981322099085,0.786602258682251,4.673004150390625e-05,0.72483229637146,0.002429485321044922,0.05929374694824219
20,0.23383594411359887,0.0001463000949426738,1.3524560928344727,6.270408630371094e-05,1.2383508682250977,0.0056934356689453125,0.10834908485412598
25,0.18512012242326567,9.336287994058381e-05,2.0600504875183105,8.225440979003906e-05,1.8995709419250488,0.011126041412353516,0.14927124977111816
30,0.15320285993649607,6.458490374734706e-05,2.945868730545044,0.00010180473327636719,2.7220404148101807,0.015062808990478516,0.2086637020111084
