nb_vert,h,err
16,0.16663035129479017,5.078810259643795e-06
32,0.08691933730437637,6.999517344207702e-07
64,0.04347038548979546,7.96998803080614e-08
128,0.02197797091453632,1.0177502092630921e-08
256,0.010988924822874708,1.3426407512723101e-09
