nb_vert,h,err
16,0.16663035129479017,0.014323557525592442
32,0.08691933730437637,0.004017309407904748
64,0.04347038548979546,0.0009777454347312557
128,0.02197797091453632,0.00025064085369180556
256,0.010988924822874708,6.25093866812866e-05
