nb_vert,h,err
10,0.49365365979537407,0.0001971872462437512
15,0.31734878129702676,3.2609642167330175e-05
20,0.23383594411359887,9.443693818211191e-06
25,0.18512012242326567,3.6742242680063124e-06
30,0.15320285993649607,1.7139042356571212e-06
