nb_vert,h,err
10,0.49365365979537407,0.0009435229918443842
15,0.31734878129702676,0.00025451881402199095
20,0.23383594411359887,0.00010250238531572979
25,0.18512012242326567,5.102817070821682e-05
30,0.15320285993649607,2.8977808577461626e-05
