method,Corr,Corr
n_vert,20,40
h,0.07,0.04
0,8.484349990842162,8.484349148894978
1,8.484348985924221,8.484349142187058
2,8.484348297439785,8.484349128801755
3,8.484347139542177,8.484349105602693
4,8.484346927438313,8.484349127173468
5,8.48434484555913,8.484349085833117
6,8.484346397877555,8.484349108174419
7,8.484349011275155,8.48434912047136
8,8.484346442379138,8.484349102155168
9,8.484348521452564,8.484349141063069
10,8.484352025667274,8.484349177890953
11,8.484349635003085,8.484349130264196
12,8.48434478813384,8.484349087828601
13,8.484349854226869,8.484349133910312
14,8.484351517964404,8.48434918566814
15,8.484337429277257,8.484348968003587
16,8.484342237396321,8.484349052070137
17,8.484347849928039,8.484349122601694
18,8.484350423203036,8.484349155557512
19,8.484330650432252,8.48434886442989
20,8.484347796048958,8.484349129174081
21,8.484353247555196,8.484349209860776
22,8.48434608913793,8.484349098692794
23,8.484352093103304,8.484349171644041
24,8.484344368097721,8.484349069014156
25,8.484347308470218,8.48434911994337
26,8.484347601255271,8.484349128403554
27,8.48434777192833,8.484349131402222
28,8.48434938864017,8.484349145394146
29,8.484347662192816,8.484349125083199
30,8.484348414475122,8.484349124020008
31,8.484346481027686,8.484349085674395
32,8.484349477743782,8.484349140321974
33,8.48434242955558,8.484349060999707
34,8.484351060947716,8.484349162949497
35,8.484347234360033,8.484349105363167
36,8.484345676887097,8.484349108837781
37,8.484345026034873,8.484349089243416
38,8.484346867905687,8.48434911122166
39,8.484354245976808,8.48434919999763
40,8.484348323129417,8.484349129567946
41,8.484345750522031,8.484349099129652
42,8.48436001983785,8.484349279742569
43,8.48434073948866,8.484349032980594
44,8.484366869693867,8.48434937520034
45,8.48434823789673,8.484349137094936
46,8.484346459142227,8.484349114665841
47,8.484353950510206,8.484349200589316
48,8.484349233164899,8.484349134213998
49,8.484338483995593,8.484348970933274
