method,Corr,Corr
n_vert,20,40
h,0.07,0.04
0,8.484348141942512,8.484349042940057
1,8.48410511922985,8.484334741844744
2,8.484304358858267,8.484345831493869
3,8.48397418716085,8.484324830258922
4,8.484125668298132,8.48433495396422
5,8.48382386401974,8.48431687320052
6,8.48384440208948,8.484318541619007
7,8.483984379895558,8.484327775903912
8,8.483835224688574,8.484318334714589
9,8.484401359869874,8.484351370447596
10,8.485516629294114,8.484410049819832
11,8.484323120181285,8.484345599219953
12,8.484091567427894,8.484331541746196
13,8.484209043945885,8.484339760984147
14,8.484458034301039,8.48435497676353
15,8.483528004026054,8.484292174673834
16,8.48458295768161,8.484353912850192
17,8.484445625544556,8.48435341554255
18,8.485315782084397,8.48440025776876
19,8.483494075620504,8.484287434467888
20,8.483826528100312,8.48431786149067
21,8.484999416261473,8.484383205898972
22,8.483930564026393,8.484323519037579
23,8.484290765254375,8.484344768581405
24,8.48515265584678,8.484379350859612
25,8.484130596735573,8.48433545817773
26,8.484205693169567,8.484339603483052
27,8.484052185727148,8.484331339329211
28,8.484563912804992,8.484360803314202
29,8.484231121490065,8.484341355023803
30,8.484408062971866,8.484351707069603
31,8.483888909622587,8.484320957333328
32,8.484381573351325,8.484350459789685
33,8.483807349702337,8.484314420524852
34,8.484511570450676,8.48435875687386
35,8.48400517860669,8.484328423067343
36,8.483812101088843,8.484316603295238
37,8.48379908360277,8.484315152747039
38,8.483850203269565,8.48431906864811
39,8.485048347335884,8.484387776753234
40,8.484211911458502,8.484340577050254
41,8.483777993238846,8.484314549820345
42,8.485464588815024,8.484410549923199
43,8.483696621699883,8.484305412062417
44,8.486609569153545,8.48448039526884
45,8.484472021325344,8.484354084552006
46,8.484031713403644,8.48432946460399
47,8.484551795110237,8.484361529214418
48,8.484414145294924,8.484352446425774
49,8.483728432611858,8.484309253783222
