method,Corr,Corr
n_vert,20,40
h,0.07,0.04
0,8.484348134760866,8.484349047046804
1,8.484103878178455,8.484334580742065
2,8.484286594395686,8.484344826775342
3,8.48373603163857,8.484300313320288
4,8.484094259262184,8.484333051625978
5,8.483811942291569,8.484316021225872
6,8.48381280974298,8.484316316858859
7,8.483955752506711,8.48432555608682
8,8.48382362612452,8.48431670532538
9,8.484392283134788,8.484350891760627
10,8.483905716025884,8.484310122266205
11,8.48402703460514,8.484320951634905
12,8.483938319338348,8.484321833153377
13,8.483955890251266,8.48431915955479
14,8.484220478272151,8.48433923948422
15,8.48259431155624,8.484234817632098
16,8.483432004859766,8.48428457395695
17,8.484360179888714,8.4843483907786
18,8.48411787885852,8.484326710295838
19,8.482635679193352,8.484225733890291
20,8.483794701734913,8.48431498630234
21,8.483978620936114,8.484316966397033
22,8.483923721678101,8.48432292042351
23,8.48395421586515,8.484319997592602
24,8.482261141867454,8.484203274740294
25,8.48411190206649,8.484334320362535
26,8.484134302910965,8.484335064716904
27,8.484048740158691,8.484331051782354
28,8.484469441417716,8.484355131313992
29,8.484234759959325,8.484341637610486
30,8.48439217605743,8.48435082745106
31,8.4838527738765,8.484316037852217
32,8.484294807757088,8.484345026408864
33,8.483671868169578,8.484305990735619
34,8.484487212075058,8.484357270478375
35,8.484000142200674,8.484328093556774
36,8.483806112955648,8.484315802467728
37,8.483786475789968,8.484313936430679
38,8.48381952749675,8.4843166526968
39,8.48422719468778,8.484331168231641
40,8.484211946530301,8.484340601878921
41,8.483754883598364,8.484312018816498
42,8.483938391495427,8.48431095446481
43,8.48318247706141,8.484274611181158
44,8.485016206012892,8.484381378666248
45,8.484170850306944,8.48433494778376
46,8.484025427890055,8.484329025318656
47,8.484319733282165,8.48434544393318
48,8.484378452396095,8.484350313924713
49,8.483670174719919,8.484303023148032
