method,FEM,FEM
n_vert,20,40
h,0.07,0.04
0,0.02449771670759753,0.006241549000930074
1,0.02155411825820112,0.0054696517617708615
2,0.02097906431064686,0.005226872932172754
3,0.17574791459487726,0.07916471048333576
4,0.015656907665788193,0.0038259061562663124
5,0.02242083459871059,0.005712748503772946
6,0.032918404715077496,0.01025417376580044
7,0.031000359520020927,0.008387906390712135
8,0.05859415148774562,0.01935744324129812
9,0.015183671911649953,0.0037069583324911793
10,0.12217840955752365,0.041323865696746495
11,0.11934040082226523,0.04445262381157365
12,0.031269050154965186,0.008164508573139941
13,0.10233112713420874,0.036089019571291625
14,0.055639982816421185,0.016019062309204746
15,0.07642832416434424,0.022705105944644918
16,0.07974696753437267,0.02382648447850493
17,0.02026404537343902,0.0050018191289225465
18,0.14563286944830653,0.05131355051153602
19,0.12781582683799905,0.046169356905338875
20,0.0466645548804127,0.015953634257997375
21,0.11034720678198855,0.036765702158443304
22,0.030500205289719116,0.008211935150871773
23,0.08688830476650025,0.028616084760986878
24,0.22340836043329879,0.09641379455875547
25,0.01483993559844053,0.003626739577497136
26,0.024549029754512588,0.006244279947316297
27,0.022290822517380026,0.005660558112840562
28,0.025997241126834436,0.0065756398584755045
29,0.015718217380958768,0.0038485246196674106
30,0.015713907879606356,0.0038407266945348116
31,0.08068969140144133,0.033530151045642845
32,0.029595545989359096,0.007659720439001516
33,0.025562465195678077,0.006515119715690163
34,0.02798583405801741,0.007197352497260253
35,0.021632999548445494,0.005490527081861048
36,0.03978363853813323,0.011380675803030534
37,0.03649337731122165,0.010188213001205326
38,0.037083833371686324,0.011567409335341604
39,0.1476657912522145,0.05485505890591066
40,0.015705686680857603,0.003854999142678214
41,0.07423211529188248,0.028927378206332503
42,0.15496600673103333,0.05742912071624489
43,0.04524935017792952,0.012128002160342153
44,0.163558643265121,0.061238527657224893
45,0.050660906795658024,0.014114338878943181
46,0.02482706854296567,0.006360917568386785
47,0.06747322260950435,0.020450879442903594
48,0.023608698467403027,0.00593434857590344
49,0.07420033191133883,0.023966140772039644
