method,Corr,Corr
n_vert,20,40
h,0.07,0.04
0,8.483207768018415,8.484074689743197
1,8.433053449683952,8.47177338042826
2,8.503850482493169,8.488760102810296
3,8.386487970464083,8.457998762500127
4,8.478307134390702,8.482144484606195
5,8.412426220764779,8.466227394442168
6,8.383413560298782,8.45918460287006
7,8.404713363213675,8.464567674812885
8,8.375966165864082,8.457640791334278
9,8.539710198174369,8.497427942708137
10,8.310784288332638,8.424878436860052
11,8.415083534145811,8.46474508723675
12,8.454651676305009,8.474946261778769
13,8.407828709589511,8.463572866880472
14,8.44872937590031,8.47331599422556
15,8.302335010036707,8.42698906584842
16,8.368839006871875,8.441790992728262
17,8.551578486822422,8.49937613309345
18,8.313147367418782,8.428792311551097
19,8.31152933865683,8.432029188169281
20,8.37823656312044,8.45794173596354
21,8.369377998688249,8.44582019657837
22,8.41138902855411,8.466300765873957
23,8.410741581857796,8.463081492019018
24,8.095706642371052,8.357203685293117
25,8.471619440105172,8.480766709531277
26,8.46817252003681,8.479401482255783
27,8.428329246546989,8.470624607219262
28,8.53280953365847,8.495018040244974
29,8.50872172120868,8.48996724984435
30,8.542392696664534,8.49801315027604
31,8.380298461913268,8.4585356939944
32,8.482888774976333,8.483050703211607
33,8.429899304725852,8.468679855291892
34,8.504633371244712,8.489110985421766
35,8.421462796118279,8.468918969187722
36,8.378050501621164,8.458163232320528
37,8.379701954211951,8.45846674527152
38,8.383111757850365,8.459147000485704
39,8.39030100908364,8.453539229012053
40,8.479849132527429,8.483089621883526
41,8.369846703586964,8.455955873003486
42,8.308126276829489,8.426389028727735
43,8.4054169027216,8.456778682510837
44,8.328096366823893,8.430804537319737
45,8.465280678311526,8.476244367633711
46,8.444432496099623,8.474312531794283
47,8.444370574018775,8.472655129888517
48,8.509170940297594,8.48997340395236
49,8.374258974048225,8.456580035294868
