,N,min_PINNs,max_PINNs,mean_PINNs,std_PINNs,min_FEM,max_FEM,mean_FEM,std_FEM
0,20.0,108.64770570910242,4731.814782800109,1176.203789943306,1059.6312556788514,1.6572799796244253,13.039419441274394,6.314497571551778,3.185599550320051
1,40.0,743.5524357801561,78573.88299122173,17330.011681396,17902.53184922205,1.1060946069617565,11.583384404377652,5.0272690298143985,3.019025418493464
