method,Corr,Corr
n_vert,20,40
h,0.07,0.04
0,0.000754484250573165,0.0001967638229638013
1,0.0011867584922163519,0.0003129568493638179
2,0.0006489278731307465,0.00016251866223171175
3,0.05722964144519063,0.02020862711528905
4,0.0011272697711862364,0.00028149366136199507
5,0.0011935588401580425,0.0003172541687037413
6,0.004623622363095003,0.001231284518136244
7,0.0018427791530406224,0.0004902808541335106
8,0.01976075373726506,0.006430119651819526
9,0.0005452503388039148,0.00013574439437274467
10,0.00811643695585528,0.002878982284284772
11,0.009359610963960385,0.0030353133280389003
12,0.0006297213717585415,0.00017396513475562904
13,0.011191356483278613,0.0036366877686995857
14,0.00165869016226412,0.0005942224074751216
15,0.003026657845633516,0.0010524275105491677
16,0.003496827763453858,0.0011110979539076258
17,0.0007932661891036516,0.00021131884982718405
18,0.018449637138033118,0.006010541581777186
19,0.007560542288601817,0.0027741648196432855
20,0.009720375079551015,0.0029155011690266846
21,0.0040682654102795505,0.0015546079317930387
22,0.0013024334336169368,0.00036206894290888693
23,0.0031628673051304,0.0010968867389195601
24,0.08262732146252078,0.038545473170732605
25,0.0013945649955315472,0.000353843799771654
26,0.0007652866297616135,0.0001956459009481068
27,0.0011800999984916054,0.00030713786472344825
28,0.000571201210306287,0.00015347715380075255
29,0.00054094829229919,0.000133426986515726
30,0.0005136041637061903,0.00012956488863817263
31,0.022798930294318415,0.008060603717059422
32,0.0006202968915327507,0.00017381618177704817
33,0.0006069486267620596,0.00016340450604982354
34,0.0006562355352787597,0.00017693951089807982
35,0.001297635954515409,0.00033527414873600614
36,0.009483756606419909,0.0025686107415063145
37,0.005924145627043536,0.0015994498086260105
38,0.005378610381536209,0.0014403854716045581
39,0.007091444309323463,0.0025899326344456645
40,0.0009527321665699362,0.00023879271545900203
41,0.032881733694351385,0.011896114496671559
42,0.014391020030749725,0.005407700106956229
43,0.0020331372148443406,0.0005833512221797168
44,0.026197081988917417,0.009783057735197194
45,0.0013247466455137834,0.0004117025753149687
46,0.0006924201980422224,0.00018790359724739862
47,0.0020211495406043073,0.0007761451337777295
48,0.0004916862683629049,0.00013183697683376535
49,0.00916378654631412,0.0035653750211010935
