nb_vert,h,err
16,0.09428090415820647,0.01908211924123392
32,0.045619792334616084,0.005554363470590348
64,0.02244783432338254,0.0014378426491519888
128,0.01113553986120561,0.00036009350325960784
256,0.005545935538718157,8.971388918714702e-05
